@relation country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute country {Albania,Algeria,Andorra,Anguilla,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bolivia,Brazil,Bulgaria,Cambodia,Canada,'Cayman Islands',Chile,China,Colombia,'Costa Rica',Croatia,Cyprus,Czechia,Denmark,Dominica,'Dominican Republic',Ecuador,Egypt,'El Salvador',England,Estonia,'Faeroe Islands','Falkland Islands',Finland,France,Germany,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guyana,Honduras,'Hong Kong',Hungary,Iceland,India,Indonesia,Iran,Ireland,'Isle of Man',Israel,Italy,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Macao,Malaysia,Maldives,Malta,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Myanmar,Nepal,Netherlands,'New Zealand','Northern Cyprus','Northern Ireland',Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,'Saint Helena','Saint Lucia','San Marino','Saudi Arabia',Scotland,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,'South Africa','South Korea',Spain,'Sri Lanka',Sweden,Switzerland,Thailand,'Trinidad and Tobago',Turkey,'Turks and Caicos Islands',Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Venezuela,Wales,Zimbabwe}
@attribute date {1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,12/27/2020,12/28/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/13/2020}
@attribute total_vaccinations numeric
@attribute people_vaccinated numeric
@attribute people_fully_vaccinated numeric
@attribute daily_vaccinations_raw numeric
@attribute daily_vaccinations numeric
@attribute total_vaccinations_per_hundred numeric
@attribute people_vaccinated_per_hundred numeric
@attribute people_fully_vaccinated_per_hundred numeric
@attribute daily_vaccinations_per_million numeric
@attribute vaccines {Pfizer/BioNTech,'Sputnik V',Oxford/AstraZeneca,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Pfizer/BioNTech','Moderna, Oxford/AstraZeneca, Pfizer/BioNTech',Sinovac,'Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Sinovac',Sinopharm/Beijing,'Moderna, Pfizer/BioNTech','Pfizer/BioNTech, Sinovac','Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac',Moderna,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V','Covaxin, Oxford/AstraZeneca','Pfizer/BioNTech, Sinopharm/Beijing','Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V','Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Sinopharm/Beijing','EpiVacCorona, Sputnik V',Johnson&Johnson,'Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V','Johnson&Johnson, Moderna, Pfizer/BioNTech'}

@data
Albania,2/12/2021,0.022036,0.027976,0.019924,0.027992,0.000035,0.062946,0.077042,0.060252,0.000498,Pfizer/BioNTech
Albania,2/13/2021,0.022036,0.027976,0.019924,0.027992,0.000035,0.062946,0.07766,0.060252,0.000479,Pfizer/BioNTech
Albania,2/14/2021,0.022036,0.027976,0.019924,0.027992,0.000034,0.062946,0.077042,0.060252,0.000479,Pfizer/BioNTech
Albania,2/15/2021,0.022036,0.027976,0.020268,0.027992,0.000033,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Albania,2/16/2021,0.022036,0.027976,0.019924,0.027992,0.000033,0.063035,0.077042,0.060252,0.000461,Pfizer/BioNTech
Canada,2/17/2021,0.000018,0.000018,0.000019,0.027992,0.000033,0.000457,0.000474,0.05955,0.000461,Pfizer/BioNTech
Albania,2/18/2021,0.000033,0.00004,0.000019,0.000464,0.000117,0.000838,0.000948,0.000433,0.001622,Pfizer/BioNTech
Albania,2/19/2021,0.02225,0.027976,0.020268,0.000388,0.000186,0.001142,0.077042,0.060252,0.002598,Pfizer/BioNTech
Albania,2/20/2021,0.022036,0.028297,0.020268,0.027992,0.000237,0.062946,0.07766,0.060252,0.003299,Pfizer/BioNTech
Albania,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.000288,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Albania,2/22/2021,0.000072,0.000099,0.00002,0.027992,0.00034,0.063035,0.002488,0.000433,0.004736,Pfizer/BioNTech
Canada,2/23/2021,0.02225,0.027976,0.019924,0.027992,0.00041,0.062946,0.077042,0.060252,0.005713,Pfizer/BioNTech
Albania,2/24/2021,0.02225,0.027976,0.019924,0.028141,0.00048,0.062946,0.077042,0.060252,0.006671,Pfizer/BioNTech
Albania,2/25/2021,0.02225,0.027976,0.019924,0.027992,0.000466,0.002665,0.077042,0.060252,0.006487,Pfizer/BioNTech
Albania,2/26/2021,0.022036,0.027976,0.019924,0.028141,0.00046,0.062946,0.077042,0.060252,0.006395,Pfizer/BioNTech
Albania,2/27/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.006579,Pfizer/BioNTech
Albania,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.000485,0.062946,0.077042,0.060252,0.006745,Pfizer/BioNTech
Albania,3/1/2021,0.000153,0.027976,0.019924,0.027992,0.027278,0.003808,0.077042,0.060252,0.006929,Pfizer/BioNTech
Albania,2/28/2021,0.022036,0.028297,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Albania,3/3/2021,0.000169,0.027976,0.019924,0.027992,0.000447,0.004189,0.077042,0.05955,0.00621,Pfizer/BioNTech
Algeria,1/29/2021,0,0.027976,0.019924,0.027992,0.026772,0,0.077042,0.060252,0.046906,'Sputnik V'
Algeria,1/30/2021,0,0.027976,0.019924,0.00001,0.000013,0,0.07766,0.060252,0.000018,'Sputnik V'
Canada,1/31/2021,0.022036,0.027976,0.019924,0.027992,0.00087,0.062946,0.077042,0.05955,0.000792,'Sputnik V'
Algeria,2/1/2021,0.022036,0.027976,0.020268,0.027992,0.001156,0.062946,0.077042,0.060252,0.00105,'Sputnik V'
Algeria,2/2/2021,0.022036,0.027976,0.020268,0.027992,0.001299,0.062946,0.077042,0.060252,0.001179,'Sputnik V'
Canada,2/3/2021,0.022036,0.027976,0.019924,0.027992,0.001384,0.062946,0.077042,0.060252,0.001272,'Sputnik V'
Algeria,2/4/2021,0.022036,0.027976,0.019924,0.027992,0.001441,0.062946,0.077042,0.060252,0.001308,'Sputnik V'
Algeria,2/5/2021,0.022036,0.028297,0.019924,0.027992,0.001482,0.062946,0.077042,0.060252,0.001345,'Sputnik V'
Algeria,2/6/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.063035,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/7/2021,0.022036,0.027976,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/8/2021,0.022036,0.027976,0.020268,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/9/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/10/2021,0.022036,0.028297,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.046467,'Sputnik V'
Algeria,2/11/2021,0.02225,0.028297,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/12/2021,0.02225,0.028297,0.020268,0.027992,0.001727,0.062946,0.077042,0.060252,0.046467,'Sputnik V'
Algeria,2/13/2021,0.022036,0.027976,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/14/2021,0.022036,0.027976,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Canada,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.001727,0.062946,0.07766,0.060252,0.046467,'Sputnik V'
Algeria,2/16/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/17/2021,0.022036,0.027976,0.019924,0.028141,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/18/2021,0.022036,0.027976,0.019924,0.027992,0.001727,0.062946,0.077042,0.060252,0.001566,'Sputnik V'
Algeria,2/19/2021,0.0008,0.027976,0.019924,0.027992,0.001727,0.001295,0.077042,0.060252,0.046467,'Sputnik V'
Canada,1/25/2021,0.000006,0.000009,0.019924,0.027992,0.026772,0.063035,0.008887,0.060252,0.046906,Pfizer/BioNTech
Andorra,1/26/2021,0.02225,0.027976,0.019924,0.028141,0.00003,0.062946,0.077042,0.060252,0.015738,Pfizer/BioNTech
Andorra,1/27/2021,0.022036,0.027976,0.019924,0.027992,0.00003,0.062946,0.077042,0.060252,0.015738,Pfizer/BioNTech
Andorra,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.00003,0.062946,0.077042,0.060252,0.015738,Pfizer/BioNTech
Andorra,1/29/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.05955,0.015738,Pfizer/BioNTech
Andorra,1/30/2021,0.022036,0.027976,0.019924,0.027992,0.00003,0.062946,0.077042,0.060252,0.015738,Pfizer/BioNTech
Andorra,1/31/2021,0.022036,0.027976,0.019924,0.027992,0.00003,0.062946,0.077042,0.060252,0.015738,Pfizer/BioNTech
Andorra,2/1/2021,0.000011,0.000017,0.019924,0.028141,0.00003,0.010205,0.015879,0.060252,0.015738,Pfizer/BioNTech
Andorra,2/2/2021,0.022036,0.027976,0.019924,0.027992,0.000027,0.063035,0.07766,0.05955,0.046467,Pfizer/BioNTech
Andorra,2/3/2021,0.022036,0.027976,0.019924,0.027992,0.000025,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Andorra,2/4/2021,0.022036,0.027976,0.019924,0.028141,0.000023,0.063035,0.077042,0.060252,0.046467,Pfizer/BioNTech
Andorra,2/5/2021,0.022036,0.027976,0.019924,0.028141,0.00002,0.062946,0.077042,0.060252,0.010486,Pfizer/BioNTech
Andorra,2/6/2021,0.022036,0.027976,0.019924,0.027992,0.000018,0.062946,0.07766,0.060252,0.009306,Pfizer/BioNTech
Andorra,2/7/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.008109,Pfizer/BioNTech
Canada,2/8/2021,0.022036,0.027976,0.019924,0.027992,0.000012,0.062946,0.07766,0.060252,0.006671,Pfizer/BioNTech
Andorra,2/9/2021,0.022036,0.028297,0.019924,0.027992,0.000012,0.062946,0.07766,0.05955,0.006671,Pfizer/BioNTech
Andorra,2/10/2021,0.000014,0.000021,0.019924,0.027992,0.027278,0.012718,0.019789,0.060252,0.006671,Pfizer/BioNTech
Andorra,2/11/2021,0.022036,0.027976,0.019924,0.027992,0.000022,0.062946,0.077042,0.060252,0.011444,Pfizer/BioNTech
Andorra,2/12/2021,0.000017,0.000027,0.020268,0.027992,0.000031,0.015993,0.024884,0.060252,0.016217,Pfizer/BioNTech
Andorra,2/13/2021,0.02225,0.027976,0.019924,0.027992,0.000034,0.062946,0.077042,0.060252,0.017654,Pfizer/BioNTech
Andorra,2/14/2021,0.022036,0.027976,0.019924,0.028141,0.000037,0.062946,0.077042,0.060252,0.019313,Pfizer/BioNTech
Andorra,2/15/2021,0.022036,0.027976,0.019924,0.028141,0.00004,0.062946,0.077042,0.060252,0.02075,Pfizer/BioNTech
Andorra,2/16/2021,0.022036,0.027976,0.019924,0.027992,0.000043,0.062946,0.07766,0.060252,0.046467,Pfizer/BioNTech
Andorra,2/17/2021,0.022036,0.027976,0.019924,0.027992,0.000046,0.063035,0.077042,0.060252,0.023846,Pfizer/BioNTech
Andorra,2/18/2021,0.022036,0.027976,0.019924,0.027992,0.00004,0.062946,0.077042,0.05955,0.02075,Pfizer/BioNTech
Andorra,2/19/2021,0.000023,0.000035,0.019924,0.027992,0.000034,0.021095,0.032824,0.060252,0.017654,Pfizer/BioNTech
Andorra,2/20/2021,0.022036,0.027976,0.019924,0.027992,0.000032,0.062946,0.077042,0.060252,0.016936,Pfizer/BioNTech
Andorra,2/21/2021,0.022036,0.027976,0.020268,0.027992,0.027278,0.062946,0.077042,0.05955,0.015977,Pfizer/BioNTech
Andorra,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.000029,0.062946,0.077042,0.060252,0.015259,Pfizer/BioNTech
Andorra,2/23/2021,0.022036,0.027976,0.019924,0.027992,0.000027,0.062946,0.077042,0.060252,0.014319,Pfizer/BioNTech
Andorra,2/24/2021,0.000026,0.000039,0.019924,0.027992,0.000026,0.023532,0.036616,0.060252,0.0136,Pfizer/BioNTech
Andorra,2/25/2021,0.022036,0.027976,0.019924,0.027992,0.000025,0.062946,0.077042,0.060252,0.013361,Pfizer/BioNTech
Andorra,2/26/2021,0.000027,0.000041,0.019924,0.027992,0.000025,0.024903,0.038749,0.060252,0.013121,Pfizer/BioNTech
Anguilla,2/4/2021,0,0,0.019924,0.027992,0.027278,0,0,0.060252,0.046906,Oxford/AstraZeneca
Anguilla,2/5/2021,0.022036,0.027976,0.019924,0.027992,0.000068,0.062946,0.077042,0.060252,0.046467,Oxford/AstraZeneca
Canada,2/6/2021,0.022036,0.027976,0.019924,0.027992,0.000068,0.062946,0.077042,0.05955,0.183031,Oxford/AstraZeneca
Anguilla,2/7/2021,0.022036,0.027976,0.019924,0.027992,0.000068,0.062946,0.077042,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/8/2021,0.022036,0.028297,0.019924,0.027992,0.000068,0.062946,0.077042,0.05955,0.183031,Oxford/AstraZeneca
Anguilla,2/9/2021,0.02225,0.027976,0.019924,0.027992,0.000068,0.063035,0.077042,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/10/2021,0.022036,0.027976,0.020268,0.027992,0.000068,0.062946,0.077042,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/11/2021,0.022036,0.027976,0.019924,0.027992,0.027278,0.062946,0.077042,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/12/2021,0.022036,0.027976,0.019924,0.027992,0.000068,0.062946,0.077042,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/13/2021,0.000014,0.028297,0.020268,0.027992,0.000068,0.068083,0.07766,0.060252,0.183031,Oxford/AstraZeneca
Anguilla,2/14/2021,0.000029,0.000045,0.019924,0.000489,0.000152,0.140203,0.218154,0.060252,0.406605,Oxford/AstraZeneca
Anguilla,2/15/2021,0.022036,0.027976,0.020268,0.027992,0.000148,0.062946,0.077042,0.060252,0.396764,Oxford/AstraZeneca
Anguilla,2/16/2021,0.022036,0.027976,0.019924,0.027992,0.000145,0.062946,0.077042,0.060252,0.388176,Oxford/AstraZeneca
Anguilla,2/17/2021,0.02225,0.027976,0.020268,0.027992,0.000142,0.062946,0.077042,0.060252,0.37957,Oxford/AstraZeneca
Anguilla,2/18/2021,0.022036,0.027976,0.019924,0.027992,0.000138,0.062946,0.077042,0.060252,0.369748,Oxford/AstraZeneca
Anguilla,2/19/2021,0.022036,0.028297,0.019924,0.027992,0.000135,0.062946,0.077042,0.060252,0.361142,Oxford/AstraZeneca
Anguilla,2/20/2021,0.022036,0.027976,0.019924,0.027992,0.000131,0.062946,0.077042,0.060252,0.046467,Oxford/AstraZeneca
Anguilla,2/21/2021,0.022036,0.027976,0.019924,0.027992,0.000044,0.062946,0.077042,0.05955,0.119158,Oxford/AstraZeneca
Anguilla,2/22/2021,0.022036,0.027976,0.019924,0.027992,0.000044,0.062946,0.077042,0.060252,0.119158,Oxford/AstraZeneca
Canada,2/23/2021,0.022036,0.027976,0.019924,0.027992,0.000044,0.062946,0.077042,0.060252,0.119158,Oxford/AstraZeneca
Anguilla,2/24/2021,0.022036,0.027976,0.019924,0.027992,0.000044,0.062946,0.07766,0.060252,0.119158,Oxford/AstraZeneca
Anguilla,2/25/2021,0.022036,0.027976,0.019924,0.027992,0.000044,0.062946,0.077042,0.060252,0.119158,Oxford/AstraZeneca
Anguilla,2/26/2021,0.000042,0.000064,0.019924,0.027992,0.027278,0.199452,0.310345,0.060252,0.119158,Oxford/AstraZeneca
Argentina,12/29/2020,0.000007,0.027976,0.019924,0.027992,0.026772,0,0.077042,0.060252,0.046906,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
Argentina,12/30/2020,0.022036,0.027976,0.019924,0.027992,0.007214,0.062946,0.077042,0.060252,0.006376,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
Argentina,12/31/2020,0.02225,0.027976,0.019924,0.027992,0.007214,0.000533,0.077042,0.060252,0.046467,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
Argentina,1/1/2021,0.022036,0.027976,0.019924,0.027992,0.005101,0.062946,0.077042,0.060252,0.004515,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
Argentina,1/2/2021,0.022036,0.027976,0.019924,0.027992,0.004044,0.062946,0.077042,0.060252,0.003575,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
Argentina,1/3/2021,0.022036,0.027976,0.019924,0.027992,0.00341,0.062946,0.077042,0.060252,0.003022,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V'
