@relation country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute country {Albania,Algeria,Andorra,Anguilla,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bolivia,Brazil,Bulgaria,Cambodia,Canada,'Cayman Islands',Chile,China,Colombia,'Costa Rica',Croatia,Cyprus,Czechia,Denmark,Dominica,'Dominican Republic',Ecuador,Egypt,'El Salvador',England,Estonia,'Faeroe Islands','Falkland Islands',Finland,France,Germany,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guyana,Honduras,'Hong Kong',Hungary,Iceland,India,Indonesia,Iran,Ireland,'Isle of Man',Israel,Italy,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Macao,Malaysia,Maldives,Malta,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Myanmar,Nepal,Netherlands,'New Zealand','Northern Cyprus','Northern Ireland',Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,'Saint Helena','Saint Lucia','San Marino','Saudi Arabia',Scotland,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,'South Africa','South Korea',Spain,'Sri Lanka',Sweden,Switzerland,Thailand,'Trinidad and Tobago',Turkey,'Turks and Caicos Islands',Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Venezuela,Wales,Zimbabwe}
@attribute date {1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,12/27/2020,12/28/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/13/2020}
@attribute total_vaccinations numeric
@attribute people_vaccinated numeric
@attribute people_fully_vaccinated numeric
@attribute daily_vaccinations_raw numeric
@attribute daily_vaccinations numeric
@attribute total_vaccinations_per_hundred numeric
@attribute people_vaccinated_per_hundred numeric
@attribute people_fully_vaccinated_per_hundred numeric
@attribute daily_vaccinations_per_million numeric
@attribute vaccines {Pfizer/BioNTech,'Sputnik V',Oxford/AstraZeneca,'Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Pfizer/BioNTech','Moderna, Oxford/AstraZeneca, Pfizer/BioNTech',Sinovac,'Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Sinovac',Sinopharm/Beijing,'Moderna, Pfizer/BioNTech','Pfizer/BioNTech, Sinovac','Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac',Moderna,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V','Covaxin, Oxford/AstraZeneca','Pfizer/BioNTech, Sinopharm/Beijing','Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V','Sinopharm/Beijing, Sputnik V','Oxford/AstraZeneca, Sinopharm/Beijing','EpiVacCorona, Sputnik V',Johnson&Johnson,'Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V','Johnson&Johnson, Moderna, Pfizer/BioNTech'}

@data
Cyprus,2/28/2021,0.02225,0.027976,0.019924,0.027992,0.000922,0.062946,0.07766,0.060252,0.042127,Pfizer/BioNTech
Cyprus,2/23/2021,0.000689,0.000724,0.000633,0.027992,0.000976,0.056127,0.059841,0.050195,0.044578,Pfizer/BioNTech
Cyprus,2/24/2021,0.022036,0.027976,0.020268,0.027992,0.001115,0.062946,0.077042,0.060252,0.050918,Pfizer/BioNTech
Cyprus,2/25/2021,0.022036,0.027976,0.019924,0.027992,0.001253,0.062946,0.077042,0.060252,0.057257,Pfizer/BioNTech
Cyprus,2/26/2021,0.000813,0.000878,0.000703,0.027992,0.001392,0.066255,0.07252,0.05582,0.063578,Pfizer/BioNTech
Cyprus,2/27/2021,0.022036,0.027976,0.019924,0.027992,0.0015,0.063035,0.077042,0.060252,0.046467,Pfizer/BioNTech
Cyprus,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.001553,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Canada,3/1/2021,0.02225,0.027976,0.019924,0.027992,0.001607,0.062946,0.077042,0.060252,0.073382,Pfizer/BioNTech
Cyprus,3/2/2021,0.022036,0.027976,0.019924,0.027992,0.00166,0.062946,0.077042,0.060252,0.046467,Pfizer/BioNTech
Cyprus,3/3/2021,0.022036,0.027976,0.019924,0.027992,0.00163,0.062946,0.077042,0.060252,0.074414,Pfizer/BioNTech
Cyprus,2/28/2021,0.022036,0.027976,0.019924,0.027992,0.001599,0.062946,0.077042,0.060252,0.073013,Pfizer/BioNTech
Cyprus,3/5/2021,0.001067,0.027976,0.019924,0.027992,0.001568,0.08697,0.077042,0.060252,0.071594,Pfizer/BioNTech
Canada,12/27/2020,0.000013,0.028297,0.019924,0.027992,0.026772,0.000076,0.000118,0.060252,0.046906,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,12/28/2020,0.000038,0.000058,0.019924,0.000791,0.001059,0.000228,0.000355,0.05955,0.003962,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,12/29/2020,0.000075,0.000115,0.019924,0.00119,0.001326,0.000533,0.000829,0.060252,0.004957,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,12/30/2020,0.000112,0.000172,0.019924,0.001198,0.001418,0.000762,0.001185,0.060252,0.005289,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,12/31/2020,0.000126,0.000193,0.019924,0.028141,0.001215,0.000838,0.001303,0.060252,0.004533,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/1/2021,0.000129,0.000198,0.019924,0.000091,0.000996,0.063035,0.001303,0.060252,0.003723,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/2/2021,0.000142,0.000218,0.019924,0.000433,0.000927,0.063035,0.001422,0.060252,0.003465,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/3/2021,0.000152,0.000233,0.019924,0.000316,0.000854,0.00099,0.00154,0.060252,0.003188,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/4/2021,0.00019,0.000292,0.019924,0.001232,0.000939,0.063035,0.002014,0.060252,0.003501,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/5/2021,0.000239,0.000366,0.019924,0.001556,0.001009,0.001599,0.002488,0.05955,0.003778,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/6/2021,0.000301,0.000461,0.019924,0.002007,0.001164,0.00198,0.07766,0.060252,0.004349,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.000386,0.000592,0.019924,0.002745,0.027278,0.002589,0.004029,0.060252,0.005989,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/8/2021,0.000492,0.028297,0.019924,0.003433,0.002241,0.003275,0.005095,0.060252,0.008367,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/9/2021,0.000514,0.000788,0.019924,0.000693,0.002291,0.003427,0.005332,0.060252,0.008551,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.000532,0.000816,0.019924,0.000594,0.002344,0.003579,0.005569,0.060252,0.008754,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,1/11/2021,0.000637,0.028297,0.020268,0.003374,0.002753,0.004265,0.006636,0.060252,0.010283,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/12/2021,0.00078,0.028297,0.019924,0.004617,0.003339,0.005179,0.008058,0.060252,0.012476,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.000924,0.001417,0.019924,0.004649,0.003844,0.006169,0.009598,0.060252,0.014356,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/14/2021,0.001086,0.001666,0.020268,0.005233,0.004319,0.007235,0.011257,0.060252,0.046467,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/15/2021,0.001235,0.001894,0.019924,0.004797,0.00458,0.008225,0.012798,0.060252,0.017102,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/16/2021,0.001271,0.001949,0.019924,0.001161,0.00467,0.008453,0.013153,0.060252,0.017433,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/17/2021,0.001305,0.001992,0.00002,0.001112,0.004769,0.008682,0.07766,0.000216,0.017802,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/18/2021,0.001458,0.002196,0.000076,0.004909,0.005062,0.009748,0.07766,0.05955,0.018908,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/19/2021,0.001619,0.002399,0.00016,0.005194,0.005172,0.010814,0.016234,0.001082,0.019313,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/20/2021,0.00179,0.002619,0.000241,0.028141,0.005344,0.011956,0.07766,0.001514,0.019958,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/21/2021,0.001974,0.002872,0.000295,0.00592,0.005475,0.013175,0.019434,0.001947,0.020456,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/22/2021,0.002142,0.003113,0.000327,0.028141,0.005594,0.014241,0.021093,0.002164,0.020898,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/23/2021,0.002186,0.003166,0.000354,0.001419,0.005643,0.014546,0.021448,0.00238,0.021082,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/24/2021,0.002219,0.028297,0.000381,0.001067,0.005634,0.014774,0.021685,0.00238,0.021045,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/25/2021,0.002353,0.00336,0.000472,0.028141,0.005521,0.015688,0.022752,0.003029,0.020621,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/26/2021,0.002507,0.003532,0.000595,0.004967,0.005477,0.016678,0.023818,0.003894,0.020456,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/27/2021,0.00265,0.028297,0.000735,0.004622,0.005301,0.017668,0.024884,0.00476,0.019792,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,1/28/2021,0.00279,0.028297,0.020268,0.004512,0.005032,0.018582,0.025595,0.006058,0.018797,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,1/29/2021,0.002939,0.003894,0.001167,0.004802,0.004914,0.019572,0.07766,0.007572,0.018355,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/30/2021,0.002958,0.003906,0.0012,0.000619,0.004761,0.019724,0.026425,0.007789,0.017783,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,1/31/2021,0.002977,0.028297,0.001236,0.000632,0.004678,0.0198,0.026425,0.008005,0.01747,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/1/2021,0.02225,0.00398,0.001479,0.004008,0.004619,0.020638,0.026899,0.05955,0.017249,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/2/2021,0.003254,0.028297,0.001795,0.004903,0.004607,0.021704,0.027373,0.011683,0.017212,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/3/2021,0.003417,0.028297,0.002136,0.005275,0.004732,0.022771,0.027847,0.013847,0.017673,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/4/2021,0.003607,0.004198,0.002537,0.006112,0.005037,0.024065,0.028321,0.016443,0.018815,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.003777,0.004286,0.002866,0.005496,0.00517,0.025131,0.029032,0.018607,0.019313,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/6/2021,0.003811,0.0043,0.002939,0.001084,0.005259,0.02536,0.07766,0.019039,0.019645,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/7/2021,0.003846,0.004314,0.020268,0.001138,0.027278,0.025588,0.02915,0.019472,0.019995,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/8/2021,0.004008,0.004378,0.003367,0.005249,0.005593,0.026731,0.029624,0.021852,0.020879,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/9/2021,0.004188,0.00446,0.003736,0.005794,0.005764,0.027873,0.030098,0.024232,0.021524,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/10/2021,0.004385,0.004549,0.004142,0.006353,0.00597,0.063035,0.030691,0.026828,0.022298,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.00462,0.004648,0.004639,0.007585,0.006251,0.030767,0.07766,0.030074,0.023349,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/12/2021,0.004844,0.004754,0.005091,0.007224,0.006582,0.03229,0.032113,0.033103,0.024584,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/13/2021,0.004892,0.028297,0.005183,0.028141,0.006672,0.032595,0.03235,0.033535,0.024915,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.004917,0.004796,0.020268,0.00081,0.006609,0.032747,0.032468,0.033968,0.024676,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/15/2021,0.005083,0.004898,0.005514,0.00535,0.006629,0.033889,0.033061,0.035699,0.024749,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/16/2021,0.005267,0.005036,0.00579,0.005943,0.006657,0.063035,0.034009,0.037646,0.02486,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.005454,0.00519,0.006043,0.006031,0.006595,0.036326,0.035075,0.039161,0.024639,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/18/2021,0.005667,0.005387,0.006289,0.006871,0.006459,0.037773,0.036379,0.040891,0.024123,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/19/2021,0.005866,0.005574,0.006513,0.006398,0.006301,0.039068,0.037682,0.04219,0.046467,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.005898,0.005604,0.006549,0.028141,0.006202,0.039296,0.037919,0.042406,0.023165,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/28/2021,0.005919,0.005621,0.020268,0.00069,0.00618,0.039449,0.038038,0.042622,0.023072,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/22/2021,0.006088,0.005782,0.006766,0.005453,0.006199,0.063035,0.039104,0.04392,0.023146,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.006296,0.005989,0.006979,0.006699,0.006344,0.041962,0.040526,0.045219,0.023699,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/24/2021,0.006504,0.006212,0.007162,0.006719,0.006476,0.043333,0.041948,0.046517,0.024178,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/25/2021,0.006748,0.028297,0.007332,0.007864,0.006665,0.063035,0.043963,0.047598,0.024897,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/26/2021,0.006971,0.006753,0.007494,0.007192,0.006817,0.046455,0.045622,0.04868,0.02545,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/27/2021,0.007007,0.0068,0.007511,0.028141,0.006843,0.046683,0.07766,0.04868,0.02556,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.007038,0.006838,0.007528,0.000983,0.006899,0.046912,0.046214,0.048897,0.025763,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.007273,0.007144,0.007631,0.007576,0.007305,0.048435,0.048347,0.049546,0.027274,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/2/2021,0.00759,0.007574,0.007739,0.010224,0.007979,0.050567,0.051191,0.050195,0.029799,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/3/2021,0.007952,0.028297,0.007875,0.011686,0.027278,0.053004,0.054509,0.05106,0.033337,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/4/2021,0.008335,0.008574,0.008009,0.012358,0.009788,0.055517,0.057945,0.05955,0.036544,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/5/2021,0.008676,0.009014,0.008169,0.011008,0.010518,0.057802,0.060908,0.053007,0.039271,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,2/28/2021,0.008802,0.009194,0.008194,0.004073,0.011071,0.05864,0.062093,0.053224,0.041335,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/7/2021,0.008916,0.028297,0.00822,0.003668,0.011584,0.059401,0.07766,0.053224,0.043252,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/8/2021,0.00926,0.009809,0.008361,0.011108,0.01226,0.061686,0.066359,0.054305,0.045776,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Czechia,3/9/2021,0.009634,0.010298,0.008519,0.012042,0.012607,0.064199,0.069558,0.05955,0.047085,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/28/2021,0.000069,0.000106,0.019924,0.027992,0.026772,0.000838,0.07766,0.060252,0.046906,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,12/28/2020,0.00009,0.028297,0.019924,0.000685,0.000917,0.001142,0.001777,0.060252,0.006339,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,12/29/2020,0.000185,0.000284,0.019924,0.003065,0.002509,0.002285,0.003555,0.060252,0.017323,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,12/30/2020,0.000307,0.000471,0.019924,0.003931,0.003426,0.063035,0.005925,0.060252,0.046467,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/28/2021,0.000372,0.000571,0.019924,0.002114,0.003277,0.004569,0.00711,0.060252,0.02263,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/1/2021,0.000397,0.000609,0.019924,0.0008,0.002836,0.004874,0.007584,0.060252,0.019571,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/2/2021,0.000491,0.000754,0.019924,0.003038,0.00304,0.063035,0.009361,0.060252,0.02099,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/3/2021,0.000555,0.000852,0.020268,0.002058,0.003,0.006854,0.07766,0.060252,0.020714,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/4/2021,0.000581,0.000891,0.019924,0.000825,0.003026,0.063035,0.011139,0.060252,0.046467,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/5/2021,0.000725,0.001111,0.019924,0.004636,0.003327,0.00891,0.013864,0.060252,0.02298,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/6/2021,0.000934,0.028297,0.019924,0.006774,0.00387,0.0115,0.017893,0.060252,0.026721,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/7/2021,0.00112,0.001719,0.019924,0.006001,0.004613,0.063035,0.021448,0.060252,0.031863,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/8/2021,0.001211,0.001857,0.019924,0.002908,0.027278,0.014927,0.023226,0.060252,0.034645,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/9/2021,0.001231,0.001888,0.020268,0.000654,0.004561,0.015155,0.023581,0.060252,0.031494,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/10/2021,0.00124,0.001901,0.019924,0.00028,0.004221,0.015307,0.023818,0.060252,0.029135,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/11/2021,0.001247,0.001912,0.019924,0.000226,0.004106,0.015383,0.023936,0.060252,0.028361,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/12/2021,0.001252,0.00192,0.020268,0.000159,0.00325,0.015383,0.023936,0.060252,0.022446,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/13/2021,0.001387,0.002128,0.019924,0.004376,0.002792,0.017059,0.026543,0.060252,0.019276,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/14/2021,0.001578,0.00242,0.019924,0.028141,0.002823,0.01942,0.030217,0.060252,0.046467,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,1/15/2021,0.00174,0.002669,0,0.005235,0.003267,0.021476,0.033416,0,0.022556,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/16/2021,0.00179,0.002745,0,0.001588,0.003446,0.022009,0.034246,0,0.023791,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/17/2021,0.001824,0.002786,0.000023,0.001116,0.003606,0.022466,0.034838,0.000216,0.024897,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/18/2021,0.001888,0.00285,0.020268,0.00207,0.003958,0.023227,0.035668,0.001082,0.027329,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/19/2021,0.001937,0.00289,0.000154,0.001572,0.004228,0.063035,0.036142,0.001947,0.029191,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/20/2021,0.001973,0.002915,0.000212,0.001167,0.003615,0.024294,0.036379,0.002596,0.024952,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/21/2021,0.002015,0.00294,0.000286,0.001333,0.002692,0.024827,0.036734,0.003462,0.018594,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/22/2021,0.002082,0.002951,0.000462,0.002174,0.002106,0.025664,0.036853,0.005625,0.01454,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/23/2021,0.002167,0.002963,0.000685,0.002739,0.027278,0.026731,0.03709,0.008222,0.01607,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/24/2021,0.002243,0.002973,0.000889,0.002461,0.002584,0.027645,0.037208,0.010601,0.017839,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/25/2021,0.002272,0.002978,0.000965,0.000934,0.002366,0.028025,0.037208,0.011467,0.016346,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/26/2021,0.002293,0.028297,0.001019,0.000676,0.002195,0.028254,0.037208,0.012116,0.015148,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/27/2021,0.002342,0.002985,0.001155,0.001574,0.027278,0.028863,0.037327,0.013847,0.015701,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/28/2021,0.002431,0.002989,0.001408,0.002876,0.002568,0.029929,0.037327,0.016876,0.017728,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/29/2021,0.02225,0.003007,0.001979,0.0067,0.003433,0.032518,0.037564,0.023799,0.023699,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/30/2021,0.00279,0.003027,0.002383,0.004889,0.003844,0.034346,0.037801,0.028559,0.026537,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,1/31/2021,0.002935,0.003048,0.002766,0.004666,0.004266,0.036174,0.038038,0.033103,0.029449,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/1/2021,0.003027,0.00306,0.003011,0.028141,0.004655,0.037316,0.038275,0.05955,0.032139,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/28/2021,0.02225,0.003094,0.003105,0.028141,0.027278,0.037926,0.03863,0.05955,0.033558,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Canada,2/3/2021,0.003164,0.003119,0.003298,0.002663,0.005068,0.038992,0.038986,0.039593,0.034996,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/4/2021,0.003295,0.003143,0.003638,0.004254,0.005332,0.040591,0.039223,0.05955,0.03682,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/28/2021,0.003456,0.003168,0.004058,0.005188,0.005042,0.042571,0.07766,0.05955,0.034811,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/6/2021,0.02225,0.003185,0.004267,0.002667,0.004618,0.063035,0.039815,0.05955,0.031881,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/7/2021,0.003598,0.003217,0.00438,0.001913,0.027278,0.044323,0.040171,0.052575,0.028251,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/8/2021,0.02225,0.003258,0.0046,0.003305,0.004155,0.045617,0.040763,0.05955,0.028693,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/9/2021,0.003791,0.028297,0.004753,0.002917,0.004379,0.046683,0.07766,0.056902,0.030241,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/10/2021,0.003868,0.00337,0.004875,0.002479,0.004344,0.047673,0.042067,0.058416,0.030001,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/11/2021,0.003955,0.003463,0.004952,0.028141,0.027278,0.04874,0.043252,0.059282,0.028066,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/12/2021,0.004164,0.028297,0.005189,0.006767,0.004367,0.051329,0.04574,0.05955,0.030149,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
Denmark,2/13/2021,0.004245,0.003768,0.005219,0.002593,0.004353,0.052319,0.047043,0.05955,0.030057,'Moderna, Oxford/AstraZeneca, Pfizer/BioNTech'
