country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Albania,1/10/2021,,,,,,0,0,,,Pfizer/BioNTech
Albania,1/11/2021,,,,,64,,,,22,Pfizer/BioNTech
Albania,1/12/2021,128,128,,,64,0,0,,22,Pfizer/BioNTech
Albania,1/13/2021,188,188,,60,63,0.01,0.01,,22,Pfizer/BioNTech
Albania,1/14/2021,266,266,,78,66,0.01,0.01,,23,Pfizer/BioNTech
Albania,1/15/2021,308,308,,42,62,0.01,0.01,,22,Pfizer/BioNTech
Albania,1/16/2021,369,369,,61,62,0.01,0.01,,22,Pfizer/BioNTech
Albania,1/17/2021,405,405,,36,58,0.01,0.01,,20,Pfizer/BioNTech
Albania,1/18/2021,447,447,,42,55,0.02,0.02,,19,Pfizer/BioNTech
Albania,1/19/2021,483,483,,36,51,0.02,0.02,,18,Pfizer/BioNTech
Albania,1/20/2021,519,519,,36,47,0.02,0.02,,16,Pfizer/BioNTech
Albania,1/21/2021,549,549,,30,40,0.02,0.02,,14,Pfizer/BioNTech
Albania,1/22/2021,,,,,34,,,,12,Pfizer/BioNTech
Albania,1/23/2021,,,,,26,,,,9,Pfizer/BioNTech
Albania,1/24/2021,,,,,21,,,,7,Pfizer/BioNTech
Albania,1/25/2021,,,,,15,,,,5,Pfizer/BioNTech
Albania,1/26/2021,,,,,9,,,,3,Pfizer/BioNTech
Albania,1/27/2021,,,,,4,,,,1,Pfizer/BioNTech
Albania,1/28/2021,,,,,,,,,,Pfizer/BioNTech
Albania,1/29/2021,,,,,,,,,,Pfizer/BioNTech
Albania,1/30/2021,,,,,,,,,,Pfizer/BioNTech
Albania,1/31/2021,,,,,,,,,,Pfizer/BioNTech
Albania,2/1/2021,,,,,,,,,,Pfizer/BioNTech
Albania,2/2/2021,550,549,1,,,0.02,0.02,0,,Pfizer/BioNTech
Albania,2/3/2021,,,,,12,,,,4,Pfizer/BioNTech
Albania,2/4/2021,,,,,24,,,,8,Pfizer/BioNTech
Albania,2/5/2021,,,,,35,,,,12,Pfizer/BioNTech
Albania,2/6/2021,,,,,47,,,,16,Pfizer/BioNTech
Albania,2/7/2021,,,,,59,,,,21,Pfizer/BioNTech
Albania,2/8/2021,,,,,71,,,,25,Pfizer/BioNTech
Albania,2/9/2021,1127,689,438,,82,0.04,0.02,0.02,28,Pfizer/BioNTech
Albania,2/10/2021,,,,,81,,,,28,Pfizer/BioNTech
Albania,2/11/2021,,,,,79,,,,27,Pfizer/BioNTech
Albania,2/12/2021,,,,,78,,,,27,Pfizer/BioNTech
Albania,2/13/2021,,,,,76,,,,26,Pfizer/BioNTech
Albania,2/14/2021,,,,,75,,,,26,Pfizer/BioNTech
Albania,2/15/2021,,,,,73,,,,25,Pfizer/BioNTech
Albania,2/16/2021,,,,,72,,,,25,Pfizer/BioNTech
Albania,2/17/2021,1701,1090,611,,72,0.06,0.04,0.02,25,Pfizer/BioNTech
Albania,2/18/2021,3049,2438,611,1348,254,0.11,0.08,0.02,88,Pfizer/BioNTech
Albania,2/19/2021,4177,,,1128,405,0.15,,,141,Pfizer/BioNTech
Albania,2/20/2021,,,,,516,,,,179,Pfizer/BioNTech
Albania,2/21/2021,,,,,627,,,,218,Pfizer/BioNTech
Albania,2/22/2021,6728,6073,655,,739,0.23,0.21,0.02,257,Pfizer/BioNTech
Albania,2/23/2021,,,,,891,,,,310,Pfizer/BioNTech
Albania,2/24/2021,,,,,1043,,,,362,Pfizer/BioNTech
Albania,2/25/2021,10135,,,,1012,0.35,,,352,Pfizer/BioNTech
Albania,2/26/2021,,,,,1000,,,,347,Pfizer/BioNTech
Albania,2/27/2021,,,,,1027,,,,357,Pfizer/BioNTech
Albania,2/28/2021,,,,,1054,,,,366,Pfizer/BioNTech
Albania,3/1/2021,14295,,,,1081,0.5,,,376,Pfizer/BioNTech
Albania,3/2/2021,,,,,1026,,,,357,Pfizer/BioNTech
Albania,3/3/2021,15793,,,,971,0.55,,,337,Pfizer/BioNTech
Algeria,1/29/2021,0,,,,,0,,,,Sputnik V
Algeria,1/30/2021,30,,,30,30,0,,,1,Sputnik V
Algeria,1/31/2021,,,,,1889,,,,43,Sputnik V
Algeria,2/1/2021,,,,,2509,,,,57,Sputnik V
Algeria,2/2/2021,,,,,2819,,,,64,Sputnik V
Algeria,2/3/2021,,,,,3005,,,,69,Sputnik V
Algeria,2/4/2021,,,,,3129,,,,71,Sputnik V
Algeria,2/5/2021,,,,,3217,,,,73,Sputnik V
Algeria,2/6/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/7/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/8/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/9/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/10/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/11/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/12/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/13/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/14/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/15/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/16/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/17/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/18/2021,,,,,3748,,,,85,Sputnik V
Algeria,2/19/2021,75000,,,,3748,0.17,,,85,Sputnik V
Andorra,1/25/2021,576,576,,,,0.75,0.75,,,Pfizer/BioNTech
Andorra,1/26/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,1/27/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,1/28/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,1/29/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,1/30/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,1/31/2021,,,,,66,,,,854,Pfizer/BioNTech
Andorra,2/1/2021,1036,1036,,,66,1.34,1.34,,854,Pfizer/BioNTech
Andorra,2/2/2021,,,,,60,,,,777,Pfizer/BioNTech
Andorra,2/3/2021,,,,,55,,,,712,Pfizer/BioNTech
Andorra,2/4/2021,,,,,50,,,,647,Pfizer/BioNTech
Andorra,2/5/2021,,,,,44,,,,569,Pfizer/BioNTech
Andorra,2/6/2021,,,,,39,,,,505,Pfizer/BioNTech
Andorra,2/7/2021,,,,,34,,,,440,Pfizer/BioNTech
Andorra,2/8/2021,,,,,28,,,,362,Pfizer/BioNTech
Andorra,2/9/2021,,,,,28,,,,362,Pfizer/BioNTech
Andorra,2/10/2021,1291,1291,,,28,1.67,1.67,,362,Pfizer/BioNTech
Andorra,2/11/2021,,,,,48,,,,621,Pfizer/BioNTech
Andorra,2/12/2021,1622,1622,,,68,2.1,2.1,,880,Pfizer/BioNTech
Andorra,2/13/2021,,,,,74,,,,958,Pfizer/BioNTech
Andorra,2/14/2021,,,,,81,,,,1048,Pfizer/BioNTech
Andorra,2/15/2021,,,,,87,,,,1126,Pfizer/BioNTech
Andorra,2/16/2021,,,,,94,,,,1217,Pfizer/BioNTech
Andorra,2/17/2021,,,,,100,,,,1294,Pfizer/BioNTech
Andorra,2/18/2021,,,,,87,,,,1126,Pfizer/BioNTech
Andorra,2/19/2021,2141,2141,,,74,2.77,2.77,,958,Pfizer/BioNTech
Andorra,2/20/2021,,,,,71,,,,919,Pfizer/BioNTech
Andorra,2/21/2021,,,,,67,,,,867,Pfizer/BioNTech
Andorra,2/22/2021,,,,,64,,,,828,Pfizer/BioNTech
Andorra,2/23/2021,,,,,60,,,,777,Pfizer/BioNTech
Andorra,2/24/2021,2390,2390,,,57,3.09,3.09,,738,Pfizer/BioNTech
Andorra,2/25/2021,,,,,56,,,,725,Pfizer/BioNTech
Andorra,2/26/2021,2526,2526,,,55,3.27,3.27,,712,Pfizer/BioNTech
Anguilla,2/4/2021,0,0,,,,0,0,,,Oxford/AstraZeneca
Anguilla,2/5/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/6/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/7/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/8/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/9/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/10/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/11/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/12/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Anguilla,2/13/2021,1341,1341,,,149,8.94,8.94,,9932,Oxford/AstraZeneca
Anguilla,2/14/2021,2762,2762,,1421,331,18.41,18.41,,22064,Oxford/AstraZeneca
Anguilla,2/15/2021,,,,,323,,,,21530,Oxford/AstraZeneca
Anguilla,2/16/2021,,,,,316,,,,21064,Oxford/AstraZeneca
Anguilla,2/17/2021,,,,,309,,,,20597,Oxford/AstraZeneca
Anguilla,2/18/2021,,,,,301,,,,20064,Oxford/AstraZeneca
Anguilla,2/19/2021,,,,,294,,,,19597,Oxford/AstraZeneca
Anguilla,2/20/2021,,,,,286,,,,19064,Oxford/AstraZeneca
Anguilla,2/21/2021,,,,,97,,,,6466,Oxford/AstraZeneca
Anguilla,2/22/2021,,,,,97,,,,6466,Oxford/AstraZeneca
Anguilla,2/23/2021,,,,,97,,,,6466,Oxford/AstraZeneca
Anguilla,2/24/2021,,,,,97,,,,6466,Oxford/AstraZeneca
Anguilla,2/25/2021,,,,,97,,,,6466,Oxford/AstraZeneca
Anguilla,2/26/2021,3929,3929,,,97,26.19,26.19,,6466,Oxford/AstraZeneca
Argentina,12/29/2020,700,,,,,0,,,,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,12/30/2020,,,,,15656,,,,346,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,12/31/2020,32013,,,,15656,0.07,,,346,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/1/2021,,,,,11070,,,,245,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/2/2021,,,,,8776,,,,194,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/3/2021,,,,,7400,,,,164,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/4/2021,39599,,,,6483,0.09,,,143,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/5/2021,,,,,7984,,,,177,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/6/2021,,,,,8173,,,,181,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/7/2021,,,,,8363,,,,185,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/8/2021,107542,,,,10519,0.24,,,233,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/9/2021,,,,,11942,,,,264,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/10/2021,,,,,13365,,,,296,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/11/2021,,,,,14788,,,,327,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/12/2021,,,,,14056,,,,311,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/13/2021,166833,,,,13323,0.37,,,295,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/14/2021,,,,,13320,,,,295,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/15/2021,200759,,,,13317,0.44,,,295,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/16/2021,,,,,12971,,,,287,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/17/2021,,,,,12624,,,,279,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/18/2021,,,,,12278,,,,272,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/19/2021,,,,,11932,,,,264,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/21/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/22/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/23/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/24/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/25/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/27/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/28/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/29/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/30/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,1/31/2021,,,,,11299,,,,250,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/1/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/2/2021,,,,,11475,,,,254,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/3/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/4/2021,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/5/2021,,,,,16238,,,,359,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/6/2021,471383,307501,163882,,15000,1.04,0.68,0.36,332,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/7/2021,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/8/2021,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/9/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/10/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/11/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/12/2021,591632,368023,223609,18704,19133,1.31,0.81,0.49,423,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/13/2021,606245,371629,234616,14613,19266,1.34,0.82,0.52,426,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/14/2021,609605,372122,237483,3360,15493,1.35,0.82,0.53,343,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/15/2021,609791,372181,237610,186,14030,1.35,0.82,0.53,310,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/16/2021,611169,373253,237916,1378,13999,1.35,0.83,0.53,310,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/17/2021,612322,374002,238320,1153,11003,1.35,0.83,0.53,243,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/18/2021,635583,392399,243184,23261,8951,1.41,0.87,0.54,198,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/19/2021,668654,414958,253696,33071,11003,1.48,0.92,0.56,243,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/20/2021,707148,445614,261534,38494,14415,1.56,0.99,0.58,319,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/21/2021,720267,456929,263338,13119,15809,1.59,1.01,0.58,350,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/22/2021,722234,458822,263412,1967,16063,1.6,1.02,0.58,355,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/23/2021,746615,481689,264926,24381,19349,1.65,1.07,0.59,428,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/24/2021,780455,513394,267061,33840,24019,1.73,1.14,0.59,531,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/25/2021,829832,558831,271001,49377,27750,1.84,1.24,0.6,614,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/26/2021,903915,620635,283280,74083,33609,2,1.37,0.63,744,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/27/2021,984895,694470,290425,80980,39678,2.18,1.54,0.64,878,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2/28/2021,1025003,731571,293432,40108,43534,2.27,1.62,0.65,963,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/1/2021,1049169,755212,293957,24166,46705,2.32,1.67,0.65,1033,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/2/2021,1126108,823446,302662,76939,54213,2.49,1.82,0.67,1200,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/3/2021,1181292,874916,306376,55184,57262,2.61,1.94,0.68,1267,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/4/2021,1252461,941695,310766,71169,60376,2.77,2.08,0.69,1336,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/5/2021,1357596,1030504,327092,105135,64812,3,2.28,0.72,1434,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/6/2021,,,,,65277,,,,1444,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/7/2021,1526078,1182874,343204,,71582,3.38,2.62,0.76,1584,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/8/2021,1546699,1202998,343701,20621,71076,3.42,2.66,0.76,1573,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,3/9/2021,1648957,1301787,347170,102258,74693,3.65,2.88,0.77,1653,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Australia,2/15/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/16/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/17/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/18/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/19/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/20/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/21/2021,0,0,,0,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/22/2021,20,20,,20,3,0,0,,0,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/23/2021,2879,2879,,2859,411,0.01,0.01,,16,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/24/2021,6908,6908,,4029,987,0.03,0.03,,39,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/25/2021,17500,17500,,10592,2500,0.07,0.07,,98,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/26/2021,25000,25000,,7500,3571,0.1,0.1,,140,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/27/2021,30000,30000,,5000,4286,0.12,0.12,,168,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2/28/2021,31894,31894,,1894,4556,0.13,0.13,,179,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/1/2021,33702,33702,,1808,4812,0.13,0.13,,189,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/2/2021,41907,41907,,8205,5575,0.16,0.16,,219,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/3/2021,50840,50840,,8933,6276,0.2,0.2,,246,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/4/2021,61008,61008,,10168,6215,0.24,0.24,,244,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/5/2021,71867,71867,,10859,6695,0.28,0.28,,263,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/6/2021,76940,76940,,5073,6706,0.3,0.3,,263,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/7/2021,81000,81000,,4060,7015,0.32,0.32,,275,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/8/2021,86369,86369,,5369,7524,0.34,0.34,,295,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,3/9/2021,94908,94908,,8539,7572,0.37,0.37,,297,"Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,12/27/2020,679,679,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,12/28/2020,1965,1965,,1286,1286,0.02,0.02,,143,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,12/29/2020,3578,3578,,1613,1450,0.04,0.04,,161,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,12/30/2020,4917,4917,,1339,1413,0.05,0.05,,157,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,12/31/2020,4925,4925,,8,1062,0.05,0.05,,118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/1/2021,4926,4926,,1,849,0.05,0.05,,94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/2/2021,4932,4932,,6,709,0.05,0.05,,79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/3/2021,4932,4932,,0,608,0.05,0.05,,68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/4/2021,5039,5039,,107,439,0.06,0.06,,49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/5/2021,6537,6537,,1498,423,0.07,0.07,,47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/6/2021,7365,7365,,828,350,0.08,0.08,,39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/7/2021,10489,10489,,3124,795,0.12,0.12,,88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/8/2021,23273,23273,,12784,2621,0.26,0.26,,291,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/9/2021,27573,27573,,4300,3234,0.31,0.31,,359,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/10/2021,29758,29758,,2185,3547,0.33,0.33,,394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/11/2021,35305,35305,,5547,4324,0.39,0.39,,480,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/12/2021,49310,49310,,14005,6110,0.55,0.55,,678,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/13/2021,63953,63953,,14643,8084,0.71,0.71,,898,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/14/2021,79681,79681,,15728,9885,0.88,0.88,,1098,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/15/2021,97051,97051,,17370,10540,1.08,1.08,,1170,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/16/2021,103615,103615,,6564,10863,1.15,1.15,,1206,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/17/2021,109095,108772,323,5480,11334,1.21,1.21,0,1258,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/18/2021,120281,119085,1196,11186,12139,1.34,1.32,0.01,1348,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/19/2021,145541,142918,2623,25260,13747,1.62,1.59,0.03,1526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/20/2021,168546,164657,3889,23005,14942,1.87,1.83,0.04,1659,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/21/2021,187700,183651,4049,19154,15431,2.08,2.04,0.04,1713,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/22/2021,199157,194528,4629,11457,14587,2.21,2.16,0.05,1620,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/23/2021,202188,197558,4630,3031,14082,2.24,2.19,0.05,1564,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/24/2021,203415,198784,4631,1227,13474,2.26,2.21,0.05,1496,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/25/2021,204869,200132,4737,1454,12084,2.27,2.22,0.05,1342,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/26/2021,213210,207624,5586,8341,9667,2.37,2.31,0.06,1073,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/27/2021,220961,214944,6017,7751,7488,2.45,2.39,0.07,831,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/28/2021,230362,221931,8431,9401,6095,2.56,2.46,0.09,677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/29/2021,244999,227125,17874,14637,6549,2.72,2.52,0.2,727,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/30/2021,248622,228431,20191,3623,6633,2.76,2.54,0.22,736,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,1/31/2021,249968,228781,21187,1346,6650,2.78,2.54,0.24,738,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2/1/2021,254333,230190,24143,4365,7066,2.82,2.56,0.27,785,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2/2/2021,270823,233228,37595,16490,8230,3.01,2.59,0.42,914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2/3/2021,287853,236361,51492,17030,9556,3.2,2.62,0.57,1061,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2/4/2021,306932,239186,67746,19079,10939,3.41,2.66,0.75,1215,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
