country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
India,2/17/2021,9186757,8844641,342116,329416,309949,0.67,0.64,0.02,225,"Covaxin, Oxford/AstraZeneca"
India,2/18/2021,9846523,9381591,464932,659766,334502,0.71,0.68,0.03,242,"Covaxin, Oxford/AstraZeneca"
India,2/19/2021,10449942,9693000,756942,603419,354614,0.76,0.7,0.05,257,"Covaxin, Oxford/AstraZeneca"
India,2/20/2021,10838323,9964383,873940,388381,397981,0.79,0.72,0.06,288,"Covaxin, Oxford/AstraZeneca"
India,2/21/2021,11085173,10124531,960642,246850,400080,0.8,0.73,0.07,290,"Covaxin, Oxford/AstraZeneca"
India,2/22/2021,11424094,10308552,1115542,338921,415332,0.83,0.75,0.08,301,"Covaxin, Oxford/AstraZeneca"
India,2/23/2021,11907392,10585757,1321635,483298,435722,0.86,0.77,0.1,316,"Covaxin, Oxford/AstraZeneca"
India,2/24/2021,12366633,10884879,1481754,459241,454268,0.9,0.79,0.11,329,"Covaxin, Oxford/AstraZeneca"
India,2/25/2021,13067047,11206188,1860859,700414,460075,0.95,0.81,0.13,333,"Covaxin, Oxford/AstraZeneca"
India,2/26/2021,13756940,11552857,2204083,689893,472428,1,0.84,0.16,342,"Covaxin, Oxford/AstraZeneca"
India,2/27/2021,14242547,11788669,2453878,485607,486318,1.03,0.85,0.18,352,"Covaxin, Oxford/AstraZeneca"
India,2/28/2021,14301266,11845075,2456191,58719,459442,1.04,0.86,0.18,333,"Covaxin, Oxford/AstraZeneca"
India,3/1/2021,14854136,12256337,2597799,552870,490006,1.08,0.89,0.19,355,"Covaxin, Oxford/AstraZeneca"
India,3/2/2021,15620749,12906771,2713978,766613,530480,1.13,0.94,0.2,384,"Covaxin, Oxford/AstraZeneca"
India,3/3/2021,16616048,13739121,2876927,995299,607059,1.2,1,0.21,440,"Covaxin, Oxford/AstraZeneca"
India,3/4/2021,18005503,14796835,3208668,1389455,705494,1.3,1.07,0.23,511,"Covaxin, Oxford/AstraZeneca"
India,3/5/2021,19497704,15996683,3501021,1492201,820109,1.41,1.16,0.25,594,"Covaxin, Oxford/AstraZeneca"
India,3/6/2021,20922344,17168303,3754041,1424640,954257,1.52,1.24,0.27,691,"Covaxin, Oxford/AstraZeneca"
India,3/7/2021,20989010,17227903,3761107,66666,955392,1.52,1.25,0.27,692,"Covaxin, Oxford/AstraZeneca"
India,3/8/2021,23008733,18943283,4065450,2019723,1164942,1.67,1.37,0.29,844,"Covaxin, Oxford/AstraZeneca"
India,3/9/2021,24367906,20004227,4363679,1359173,1249594,1.77,1.45,0.32,906,"Covaxin, Oxford/AstraZeneca"
Indonesia,1/12/2021,0,,,,,0,,,,Sinovac
Indonesia,1/13/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/14/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/15/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/16/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/17/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/18/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/19/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/20/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/21/2021,,,,,13200,,,,48,Sinovac
Indonesia,1/22/2021,132000,,,,13200,0.05,,,48,Sinovac
Indonesia,1/23/2021,,,,,12546,,,,46,Sinovac
Indonesia,1/24/2021,149242,,,,11892,0.05,,,43,Sinovac
Indonesia,1/25/2021,161959,,,12717,11823,0.06,,,43,Sinovac
Indonesia,1/26/2021,245685,,,83726,21898,0.09,,,80,Sinovac
Indonesia,1/27/2021,308003,,,62318,28915,0.11,,,106,Sinovac
Indonesia,1/28/2021,373786,368318,5468,65783,36427,0.14,0.13,0,133,Sinovac
Indonesia,1/29/2021,416299,405012,11287,42513,40614,0.15,0.15,0,148,Sinovac
Indonesia,1/30/2021,502955,482145,20810,86656,51762,0.18,0.18,0.01,189,Sinovac
Indonesia,1/31/2021,515681,493133,22548,12726,52348,0.19,0.18,0.01,191,Sinovac
Indonesia,2/1/2021,574938,539532,35406,59257,58997,0.21,0.2,0.01,216,Sinovac
Indonesia,2/2/2021,648259,596260,51999,73321,57511,0.24,0.22,0.02,210,Sinovac
Indonesia,2/3/2021,717647,646026,71621,69388,58521,0.26,0.24,0.03,214,Sinovac
Indonesia,2/4/2021,796819,700266,96553,79172,60433,0.29,0.26,0.04,221,Sinovac
Indonesia,2/5/2021,865609,744884,120725,68790,64187,0.32,0.27,0.04,235,Sinovac
Indonesia,2/6/2021,914303,777096,137207,48694,58764,0.33,0.28,0.05,215,Sinovac
Indonesia,2/7/2021,923449,784318,139131,9146,58253,0.34,0.29,0.05,213,Sinovac
Indonesia,2/8/2021,985855,814585,171270,62406,58702,0.36,0.3,0.06,215,Sinovac
Indonesia,2/9/2021,1066860,845407,221453,81005,59800,0.39,0.31,0.08,219,Sinovac
Indonesia,2/10/2021,1248797,969546,279251,181937,75879,0.46,0.35,0.1,277,Sinovac
Indonesia,2/11/2021,1362791,1017186,345605,113994,80853,0.5,0.37,0.13,296,Sinovac
Indonesia,2/12/2021,,,,,79099,,,,289,Sinovac
Indonesia,2/13/2021,1475812,1060326,415486,,80216,0.54,0.39,0.15,293,Sinovac
Indonesia,2/14/2021,1494325,1068747,425578,18513,81554,0.55,0.39,0.16,298,Sinovac
Indonesia,2/15/2021,1578720,1096095,482625,84395,84695,0.58,0.4,0.18,310,Sinovac
Indonesia,2/16/2021,1658110,1120963,537147,79390,84464,0.61,0.41,0.2,309,Sinovac
Indonesia,2/17/2021,1747267,1149939,597328,89157,71210,0.64,0.42,0.22,260,Sinovac
Indonesia,2/18/2021,1787976,1164144,623832,40709,60741,0.65,0.43,0.23,222,Sinovac
Indonesia,2/19/2021,,,,,64721,,,,237,Sinovac
Indonesia,2/20/2021,1956725,1224091,732634,,68702,0.72,0.45,0.27,251,Sinovac
Indonesia,2/21/2021,,,,,70969,,,,259,Sinovac
Indonesia,2/22/2021,,,,,63824,,,,233,Sinovac
Indonesia,2/23/2021,2059871,1269905,789966,,57394,0.75,0.46,0.29,210,Sinovac
Indonesia,2/24/2021,2188788,1363138,825650,128917,63074,0.8,0.5,0.3,231,Sinovac
Indonesia,2/25/2021,2315665,1461920,853745,126877,75384,0.85,0.53,0.31,276,Sinovac
Indonesia,2/26/2021,2449451,1583581,865870,133786,82443,0.9,0.58,0.32,301,Sinovac
Indonesia,2/27/2021,2598535,1616165,982370,149084,91687,0.95,0.59,0.36,335,Sinovac
Indonesia,2/28/2021,2690163,1691724,998439,91628,99865,0.98,0.62,0.37,365,Sinovac
Indonesia,3/1/2021,2838509,1776336,1062173,148346,116146,1.04,0.65,0.39,425,Sinovac
Indonesia,3/2/2021,3023348,1968057,1055291,184839,137640,1.11,0.72,0.39,503,Sinovac
Indonesia,3/3/2021,3386351,2286123,1100228,363003,171080,1.24,0.84,0.4,625,Sinovac
Indonesia,3/4/2021,,,,,163084,,,,596,Sinovac
Indonesia,3/5/2021,3528152,2413615,1114537,,154100,1.29,0.88,0.41,563,Sinovac
Indonesia,3/6/2021,,,,,168116,,,,615,Sinovac
Indonesia,3/7/2021,4022544,2888757,1133787,,190340,1.47,1.06,0.41,696,Sinovac
Iran,2/8/2021,0,0,,,,0,0,,,Sputnik V
Iran,2/9/2021,3000,3000,,3000,3000,0,0,,36,Sputnik V
Iran,2/10/2021,,,,,1938,,,,23,Sputnik V
Iran,2/11/2021,,,,,1583,,,,19,Sputnik V
Iran,2/12/2021,,,,,1406,,,,17,Sputnik V
Iran,2/13/2021,,,,,1300,,,,15,Sputnik V
Iran,2/14/2021,,,,,1229,,,,15,Sputnik V
Iran,2/15/2021,,,,,1179,,,,14,Sputnik V
Iran,2/16/2021,,,,,875,,,,10,Sputnik V
Iran,2/17/2021,10000,10000,,,875,0.01,0.01,,10,Sputnik V
Ireland,12/31/2020,1800,,,,,0.04,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/1/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/2/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/3/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/4/2021,4000,,,,550,0.08,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/5/2021,,,,,1194,,,,242,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/6/2021,,,,,1624,,,,329,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/7/2021,15314,,,,1931,0.31,,,391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/8/2021,,,,,3028,,,,613,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/9/2021,,,,,4124,,,,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/10/2021,40000,,,,5221,0.81,,,1057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/11/2021,,,,,6919,,,,1401,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/12/2021,,,,,8157,,,,1652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/13/2021,77303,,,,9394,1.57,,,1902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/14/2021,,,,,9452,,,,1914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/15/2021,,,,,8873,,,,1797,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/16/2021,,,,,8293,,,,1679,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/17/2021,94000,,,,7714,1.9,,,1562,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/18/2021,,,,,7267,,,,1472,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/19/2021,,,,,6819,,,,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/20/2021,121900,,,,6371,2.47,,,1290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/21/2021,,,,,6528,,,,1322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/22/2021,,,,,6686,,,,1354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/23/2021,,,,,6843,,,,1386,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/24/2021,143000,,,,7000,2.9,,,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/25/2021,,,,,6552,,,,1327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/26/2021,,,,,6105,,,,1236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/27/2021,161500,147700,13800,,5657,3.27,2.99,0.28,1146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/28/2021,,,,,6271,,,,1270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/29/2021,,,,,6886,,,,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/30/2021,,,,,7500,,,,1519,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,1/31/2021,199800,150500,49300,,8114,4.05,3.05,1,1643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/1/2021,,,,,8118,,,,1644,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/2/2021,,,,,8122,,,,1645,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/3/2021,,,,,8126,,,,1646,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/4/2021,,,,,7643,,,,1548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/5/2021,230766,151212,79554,,7159,4.67,3.06,1.61,1450,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/6/2021,,,,,6486,,,,1314,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/7/2021,240487,153654,86833,,5812,4.87,3.11,1.76,1177,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/8/2021,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/9/2021,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/10/2021,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/11/2021,261073,171239,89834,4392,5214,5.29,3.47,1.82,1056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/12/2021,265237,175238,89999,4164,4924,5.37,3.55,1.82,997,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/13/2021,268551,176926,91625,3314,4704,5.44,3.58,1.86,953,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/14/2021,271942,180192,91750,3391,4494,5.51,3.65,1.86,910,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/15/2021,280581,182193,98388,8639,5318,5.68,3.69,1.99,1077,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/16/2021,293752,187893,105859,13171,6495,5.95,3.81,2.14,1315,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/17/2021,310900,197609,113291,17148,7746,6.3,4,2.29,1569,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/18/2021,326475,205955,120520,15575,9343,6.61,4.17,2.44,1892,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/19/2021,340704,214384,126320,14229,10781,6.9,4.34,2.56,2183,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/20/2021,350322,219899,130423,9618,11682,7.09,4.45,2.64,2366,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/21/2021,353971,222073,131898,3649,11718,7.17,4.5,2.67,2373,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/22/2021,359616,226291,133325,5645,11291,7.28,4.58,2.7,2287,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/23/2021,373280,238841,134439,13664,11361,7.56,4.84,2.72,2301,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/24/2021,391355,254948,136407,18075,11494,7.93,5.16,2.76,2328,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/25/2021,409529,271594,137935,18174,11865,8.29,5.5,2.79,2403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/26/2021,426070,285780,140290,16541,12195,8.63,5.79,2.84,2470,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/27/2021,435895,294550,141345,9825,12225,8.83,5.97,2.86,2476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2/28/2021,439782,297899,141883,3887,12259,8.91,6.03,2.87,2483,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/1/2021,446474,303550,142924,6692,12408,9.04,6.15,2.89,2513,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/2/2021,460637,316056,144581,14163,12480,9.33,6.4,2.93,2527,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/3/2021,,,,,12271,,,,2485,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/4/2021,493873,346256,147617,,12049,10,7.01,2.99,2440,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/5/2021,513322,363601,149721,19449,12465,10.4,7.36,3.03,2524,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,3/6/2021,523069,373149,149920,9747,12453,10.59,7.56,3.04,2522,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/21/2021,3558,,,,,4.18,,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/22/2021,3648,,,90,90,4.29,,,1058,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/23/2021,,,,,138,,,,1623,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/24/2021,,,,,155,,,,1823,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/25/2021,4209,3897,312,,163,4.95,4.58,0.37,1917,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/26/2021,4886,4247,639,677,266,5.75,4.99,0.75,3128,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/27/2021,5587,4550,1037,701,338,6.57,5.35,1.22,3975,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/28/2021,6281,5243,1038,694,389,7.39,6.17,1.22,4575,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/29/2021,6859,5829,1030,578,459,8.07,6.86,1.21,5398,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/30/2021,,,,,484,,,,5692,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,1/31/2021,,,,,508,,,,5974,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/1/2021,,,,,533,,,,6268,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/2/2021,8302,6883,1419,,488,9.76,8.09,1.67,5739,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/3/2021,9563,7387,2176,1261,568,11.25,8.69,2.56,6680,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/4/2021,10213,8030,2183,650,562,12.01,9.44,2.57,6609,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/5/2021,10224,8041,2183,11,481,12.02,9.46,2.57,5657,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/6/2021,10852,8669,2183,628,519,12.76,10.19,2.57,6104,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/7/2021,11247,9063,2184,395,524,13.23,10.66,2.57,6162,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/8/2021,11654,9466,2188,407,530,13.71,11.13,2.57,6233,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/9/2021,12026,9469,2557,372,532,14.14,11.14,3.01,6256,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/10/2021,12441,9485,2956,415,411,14.63,11.15,3.48,4833,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/11/2021,12816,9488,3328,375,372,15.07,11.16,3.91,4375,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/12/2021,12817,9489,3328,1,370,15.07,11.16,3.91,4351,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/13/2021,13497,10170,3327,680,378,15.87,11.96,3.91,4445,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/14/2021,13733,10405,3328,236,355,16.15,12.24,3.91,4175,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/15/2021,,,,,336,,,,3951,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/16/2021,14272,10678,3594,,321,16.78,12.56,4.23,3775,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/17/2021,14806,10949,3857,534,338,17.41,12.88,4.54,3975,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/18/2021,15294,11184,4110,488,354,17.99,13.15,4.83,4163,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/19/2021,17150,12467,4683,1856,619,20.17,14.66,5.51,7280,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/20/2021,17180,12468,4712,30,526,20.2,14.66,5.54,6186,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/21/2021,17499,12766,4733,319,538,20.58,15.01,5.57,6327,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/22/2021,17807,13075,4732,308,544,20.94,15.38,5.56,6398,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/23/2021,18041,13077,4964,234,538,21.22,15.38,5.84,6327,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/24/2021,18323,13122,5201,282,502,21.55,15.43,6.12,5904,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/25/2021,18795,13286,5509,472,500,22.1,15.62,6.48,5880,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/26/2021,19884,13600,6284,1089,391,23.38,15.99,7.39,4598,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/27/2021,20831,13883,6948,947,522,24.5,16.33,8.17,6139,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,2/28/2021,21452,14123,7329,621,565,25.23,16.61,8.62,6645,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/1/2021,21998,14316,7682,546,599,25.87,16.84,9.03,7044,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/2/2021,22785,15084,7701,787,678,26.8,17.74,9.06,7973,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/3/2021,23429,15719,7710,644,729,27.55,18.49,9.07,8573,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/4/2021,23438,15727,7711,9,663,27.56,18.5,9.07,7797,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/5/2021,23883,15792,8091,445,571,28.09,18.57,9.52,6715,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/6/2021,24309,15824,8485,426,497,28.59,18.61,9.98,5845,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/7/2021,24798,15832,8966,489,478,29.16,18.62,10.54,5621,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/8/2021,25086,15833,9253,288,441,29.5,18.62,10.88,5186,"Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,3/9/2021,26172,16910,9262,1086,484,30.78,19.89,10.89,5692,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,12/19/2020,63,63,,,,0,0,,,"Moderna, Pfizer/BioNTech"
Israel,12/20/2020,7433,7433,,7370,7370,0.09,0.09,,851,"Moderna, Pfizer/BioNTech"
Israel,12/21/2020,32324,32324,,24891,16130,0.37,0.37,,1864,"Moderna, Pfizer/BioNTech"
Israel,12/22/2020,76980,76980,,44656,25639,0.89,0.89,,2962,"Moderna, Pfizer/BioNTech"
Israel,12/23/2020,139970,139970,,62990,34977,1.62,1.62,,4041,"Moderna, Pfizer/BioNTech"
Israel,12/24/2020,213578,213578,,73608,42703,2.47,2.47,,4934,"Moderna, Pfizer/BioNTech"
Israel,12/25/2020,252342,252342,,38764,42046,2.92,2.92,,4858,"Moderna, Pfizer/BioNTech"
Israel,12/26/2020,285216,285216,,32874,40736,3.3,3.3,,4706,"Moderna, Pfizer/BioNTech"
Israel,12/27/2020,390340,390340,,105124,54701,4.51,4.51,,6320,"Moderna, Pfizer/BioNTech"
Israel,12/28/2020,526295,526295,,135955,70567,6.08,6.08,,8153,"Moderna, Pfizer/BioNTech"
Israel,12/29/2020,683695,683695,,157400,86674,7.9,7.9,,10014,"Moderna, Pfizer/BioNTech"
Israel,12/30/2020,838026,838026,,154331,99722,9.68,9.68,,11521,"Moderna, Pfizer/BioNTech"
Israel,12/31/2020,997697,997697,,159671,112017,11.53,11.53,,12942,"Moderna, Pfizer/BioNTech"
Israel,1/1/2021,1069852,1069852,,72155,116787,12.36,12.36,,13493,"Moderna, Pfizer/BioNTech"
Israel,1/2/2021,1142285,1142285,,72433,122438,13.2,13.2,,14146,"Moderna, Pfizer/BioNTech"
Israel,1/3/2021,1293330,1293330,,151045,128999,14.94,14.94,,14904,"Moderna, Pfizer/BioNTech"
Israel,1/4/2021,1446492,1446490,2,153162,131457,16.71,16.71,0,15188,"Moderna, Pfizer/BioNTech"
Israel,1/5/2021,1573270,1573268,2,126778,127082,18.18,18.18,0,14682,"Moderna, Pfizer/BioNTech"
Israel,1/6/2021,1678117,1678115,2,104847,120013,19.39,19.39,0,13865,"Moderna, Pfizer/BioNTech"
Israel,1/7/2021,1795594,1795589,5,117477,113985,20.75,20.74,0,13169,"Moderna, Pfizer/BioNTech"
Israel,1/8/2021,1862746,1862738,8,67152,113271,21.52,21.52,0,13087,"Moderna, Pfizer/BioNTech"
Israel,1/9/2021,1907763,1907733,30,45017,109354,22.04,22.04,0,12634,"Moderna, Pfizer/BioNTech"
Israel,1/10/2021,1951879,1945867,6012,44116,94078,22.55,22.48,0.07,10869,"Moderna, Pfizer/BioNTech"
Israel,1/11/2021,1992555,1967305,25250,40676,78009,23.02,22.73,0.29,9013,"Moderna, Pfizer/BioNTech"
Israel,1/12/2021,2052480,1991577,60903,59925,68459,23.71,23.01,0.7,7909,"Moderna, Pfizer/BioNTech"
Israel,1/13/2021,2161866,2044035,117831,109386,69107,24.98,23.62,1.36,7984,"Moderna, Pfizer/BioNTech"
Israel,1/14/2021,2287604,2100853,186751,125738,70287,26.43,24.27,2.16,8120,"Moderna, Pfizer/BioNTech"
Israel,1/15/2021,2354745,2131857,222888,67141,70286,27.21,24.63,2.58,8120,"Moderna, Pfizer/BioNTech"
Israel,1/16/2021,2410650,2161560,249090,55905,71841,27.85,24.97,2.88,8300,"Moderna, Pfizer/BioNTech"
Israel,1/17/2021,2563648,2229949,333699,152998,87396,29.62,25.76,3.86,10097,"Moderna, Pfizer/BioNTech"
Israel,1/18/2021,2753184,2299420,453764,189536,108661,31.81,26.57,5.24,12554,"Moderna, Pfizer/BioNTech"
Israel,1/19/2021,2963120,2371991,591129,209936,130091,34.23,27.4,6.83,15030,"Moderna, Pfizer/BioNTech"
Israel,1/20/2021,3182866,2448485,734381,219746,145857,36.77,28.29,8.48,16851,"Moderna, Pfizer/BioNTech"
Israel,1/21/2021,3416117,2518004,898113,233251,161216,39.47,29.09,10.38,18626,"Moderna, Pfizer/BioNTech"
Israel,1/22/2021,3524651,2555694,968957,108534,167129,40.72,29.53,11.19,19309,"Moderna, Pfizer/BioNTech"
Israel,1/23/2021,3617889,2595500,1022389,93238,172463,41.8,29.99,11.81,19925,"Moderna, Pfizer/BioNTech"
Israel,1/24/2021,3826979,2664386,1162593,209090,180476,44.21,30.78,13.43,20851,"Moderna, Pfizer/BioNTech"
Israel,1/25/2021,4046677,2745064,1301613,219698,184785,46.75,31.71,15.04,21349,"Moderna, Pfizer/BioNTech"
Israel,1/26/2021,4251003,2823499,1427504,204326,183983,49.11,32.62,16.49,21256,"Moderna, Pfizer/BioNTech"
Israel,1/27/2021,4453164,2901113,1552051,202161,181471,51.45,33.52,17.93,20966,"Moderna, Pfizer/BioNTech"
Israel,1/28/2021,4662636,2980446,1682190,209472,178074,53.87,34.43,19.43,20573,"Moderna, Pfizer/BioNTech"
Israel,1/29/2021,4763665,3016933,1746732,101029,177002,55.04,34.86,20.18,20450,"Moderna, Pfizer/BioNTech"
