@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 137\nSize of the tree: 146\n','Number of leaves: 139\nSize of the tree: 150\n','Number of leaves: 140\nSize of the tree: 152\n','Number of leaves: 142\nSize of the tree: 156\n','Number of leaves: 356\nSize of the tree: 499\n','Number of leaves: 141\nSize of the tree: 154\n','Number of leaves: 351\nSize of the tree: 489\n','Number of leaves: 350\nSize of the tree: 487\n','Number of leaves: 136\nSize of the tree: 144\n','Number of leaves: 360\nSize of the tree: 507\n','Number of leaves: 138\nSize of the tree: 148\n','Number of leaves: 135\nSize of the tree: 142\n','Number of leaves: 143\nSize of the tree: 158\n','Number of leaves: 353\nSize of the tree: 493\n','Number of leaves: 354\nSize of the tree: 495\n','Number of leaves: 144\nSize of the tree: 160\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,530,39,0,93.14587,6.85413,0,0.919868,0.007414,0.060789,10.304915,32.054865,1996.597115,4462.685711,-2466.088596,3.508958,7.843033,-4.334075,1821.057681,3.200453,91.208069,0.915094,97,0.012959,6,0.987041,457,0.084906,9,0.941748,0.915094,0.92823,0.912228,0.996526,0.98238,0.931459,0.019787,0.980213,0.068541,0.938854,0.931459,0.931919,0.919773,0.993205,0.967962,0.949207,0.931459,0.061,0.001,0.0625,0,62.5,0,112219,649091,80216,98.418278,8.260105,'Number of leaves: 138\nSize of the tree: 148\n',148,138,138
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,525,44,0,92.267135,7.732865,0,0.909645,0.00779,0.063306,10.829737,33.387625,1998.228715,2339.35245,-341.123735,3.511826,4.11134,-0.599514,1808.884648,3.179059,90.524405,0.971698,103,0.021598,10,0.978402,453,0.028302,3,0.911504,0.971698,0.940639,0.927238,0.997341,0.987079,0.922671,0.018811,0.981189,0.077329,?,0.922671,?,?,0.994598,0.960965,?,0.922671,0.061,0.002,0.0625,0.015625,62.5,15.625,109731,649091,80216,99.297012,8.985062,'Number of leaves: 136\nSize of the tree: 144\n',144,136,136
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,527,42,0,92.618629,7.381371,0,0.913432,0.00716,0.060986,9.955399,32.167573,1994.051471,4473.464456,-2479.412985,3.504484,7.861976,-4.357492,1801.886347,3.16676,90.363081,0.95283,101,0.00216,1,0.99784,462,0.04717,5,0.990196,0.95283,0.971154,0.964972,0.997372,0.989034,0.926186,0.02158,0.97842,0.073814,?,0.926186,?,?,0.993065,0.960783,?,0.926186,0.055,0.003,0.046875,0,46.875,0,110975,649091,80216,98.242531,8.120972,'Number of leaves: 137\nSize of the tree: 146\n',146,137,137
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,528,40,0,92.957746,7.042254,0,0.917479,0.007895,0.062014,10.980901,32.724019,1979.693125,1259.68704,720.006086,3.485375,2.217759,1.267616,1803.142739,3.174547,91.081932,0.981132,104,0.012987,6,0.987013,456,0.018868,2,0.945455,0.981132,0.962963,0.954521,0.997876,0.990343,0.929577,0.019509,0.980491,0.070423,0.934865,0.929577,0.92865,0.917064,0.995485,0.966664,0.930741,0.929577,0.049,0.002,0.0625,0,62.5,0,110975,649216,80091,99.119718,8.597418,'Number of leaves: 137\nSize of the tree: 146\n',146,137,137
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,517,52,0,90.86116,9.13884,0,0.89377,0.007882,0.078409,10.955281,41.344738,1994.86104,50493.661778,-48498.800738,3.505907,88.741058,-85.235151,1781.13022,3.130282,89.285929,0.952381,100,0.023707,11,0.976293,453,0.047619,5,0.900901,0.952381,0.925926,0.909123,0.975985,0.931145,0.908612,0.015427,0.984573,0.091388,0.910942,0.908612,0.907253,0.89495,0.9555,0.901987,0.910824,0.908612,0.075,0.003,0.0625,0,62.5,0,333269,649091,80216,91.739895,4.598711,'Number of leaves: 353\nSize of the tree: 493\n',493,353,353
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,527,42,0,92.618629,7.381371,0,0.913649,0.007426,0.062064,10.323864,32.73564,1989.343428,7679.311968,-5689.96854,3.49621,13.496155,-9.999945,1803.313096,3.169267,90.648657,0.942857,99,0.015086,7,0.984914,457,0.057143,6,0.933962,0.942857,0.938389,0.924381,0.997055,0.985145,0.926186,0.019706,0.980294,0.073814,0.932611,0.926186,0.925547,0.913537,0.99053,0.960616,0.92282,0.926186,0.061,0.001,0.046875,0,46.875,0,110975,649091,80216,98.066784,7.908612,'Number of leaves: 137\nSize of the tree: 146\n',146,137,137
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,529,40,0,92.970123,7.029877,0,0.918135,0.007603,0.061496,10.570512,32.433729,1987.93305,187.073909,1800.859142,3.493731,0.328777,3.164955,1821.724308,3.201624,91.639118,0.95283,101,0.012959,6,0.987041,457,0.04717,5,0.943925,0.95283,0.948357,0.936481,0.99623,0.985077,0.929701,0.016722,0.983278,0.070299,0.936587,0.929701,0.930194,0.918314,0.99571,0.968136,0.955456,0.929701,0.048,0.002,0.046875,0,46.875,0,110975,649091,80216,99.472759,8.553017,'Number of leaves: 137\nSize of the tree: 146\n',146,137,137
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,516,53,0,90.685413,9.314587,0,0.89044,0.008856,0.068342,12.311547,36.043267,1991.293075,7710.678358,-5719.385283,3.499636,13.55128,-10.051644,1772.372228,3.11489,89.006096,0.962264,102,0.019438,9,0.980562,454,0.037736,4,0.918919,0.962264,0.940092,0.926362,0.996852,0.987217,0.906854,0.027637,0.972363,0.093146,0.918572,0.906854,0.906966,0.892105,0.988809,0.951767,0.929605,0.906854,0.047,0.002,0.046875,0,46.875,0,115951,649091,80216,98.242531,8.626245,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,518,51,0,91.036907,8.963093,0,0.895427,0.008574,0.066633,11.919296,35.14139,1992.853596,5559.247636,-3566.39404,3.502379,9.770207,-6.267828,1802.876665,3.1685,90.46709,0.915094,97,0.034557,16,0.965443,447,0.084906,9,0.858407,0.915094,0.885845,0.859349,0.995069,0.979575,0.910369,0.020365,0.979635,0.089631,0.914392,0.910369,0.910258,0.895073,0.99115,0.961727,0.933746,0.910369,0.05,0.001,0.046875,0,46.875,0,115951,649091,80216,98.769772,8.289397,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,528,41,0,92.794376,7.205624,0,0.915888,0.007805,0.06222,10.85019,32.813508,1994.872612,1249.380418,745.492193,3.505927,2.195748,1.31018,1821.804272,3.201765,91.324341,0.943396,100,0.006479,3,0.993521,460,0.056604,6,0.970874,0.943396,0.956938,0.947399,0.998451,0.990799,0.927944,0.017353,0.982647,0.072056,0.93259,0.927944,0.928033,0.916408,0.995816,0.972031,0.947004,0.927944,0.049,0.001,0.0625,0,62.5,0,114707,649091,80216,99.824253,8.443175,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,532,37,0,93.497364,6.502636,0,0.924304,0.006687,0.058777,9.299014,31.009965,1992.81065,3370.306309,-1377.495659,3.502303,5.92321,-2.420906,1836.646355,3.227849,92.163616,0.971698,103,0.017279,8,0.982721,455,0.028302,3,0.927928,0.971698,0.949309,0.937753,0.998513,0.992608,0.934974,0.012342,0.987658,0.065026,?,0.934974,?,?,0.994921,0.970925,?,0.934974,0.06,0.002,0.03125,0.015625,31.25,15.625,118439,649091,80216,99.121265,7.073814,'Number of leaves: 143\nSize of the tree: 158\n',158,143,143
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,522,47,0,91.739895,8.260105,0,0.903302,0.008235,0.065631,11.452439,34.626653,1990.605821,9825.078162,-7834.472341,3.498429,17.267273,-13.768844,1791.919431,3.149243,90.018798,0.971698,103,0.019438,9,0.980562,454,0.028302,3,0.919643,0.971698,0.944954,0.932463,0.992828,0.979792,0.917399,0.020285,0.979715,0.082601,?,0.917399,?,?,0.988764,0.960265,?,0.917399,0.069,0.003,0.046875,0,46.875,0,113463,649091,80216,97.891037,8.025776,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,526,43,0,92.442882,7.557118,0,0.911792,0.007891,0.063322,10.971015,33.398852,1995.524636,1260.630868,734.893768,3.507073,2.21552,1.291553,1811.528227,3.183705,90.779547,0.981132,104,0.021598,10,0.978402,453,0.018868,2,0.912281,0.981132,0.945455,0.933352,0.998421,0.99007,0.924429,0.016819,0.983181,0.075571,0.932778,0.924429,0.92503,0.914184,0.995657,0.96605,0.92305,0.924429,0.069,0.003,0.078125,0,78.125,0,113463,649091,80216,99.121265,8.223492,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,530,38,0,93.309859,6.690141,0,0.922055,0.006609,0.058591,9.190019,30.91131,1987.320326,4446.193181,-2458.872856,3.498803,7.827805,-4.329002,1823.716149,3.210768,91.767599,0.95283,101,0.02381,11,0.97619,451,0.04717,5,0.901786,0.95283,0.926606,0.90972,0.996488,0.986012,0.933099,0.014478,0.985522,0.066901,0.937336,0.933099,0.932255,0.921921,0.993985,0.970462,0.911561,0.933099,0.073,0.003,0.046875,0,46.875,0,114707,649216,80091,98.415493,7.387031,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,526,43,0,92.442882,7.557118,0,0.911868,0.007691,0.063911,10.695287,33.719637,1988.549703,7690.641047,-5702.091343,3.494815,13.516065,-10.02125,1793.523544,3.152062,90.192543,0.962264,102,0.015119,7,0.984881,456,0.037736,4,0.93578,0.962264,0.948837,0.937061,0.99727,0.988877,0.924429,0.014496,0.985504,0.075571,0.933167,0.924429,0.925356,0.91582,0.990428,0.955492,0.912658,0.924429,0.069,0.003,0.0625,0,62.5,0,113463,649091,80216,97.71529,7.923257,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,532,37,0,93.497364,6.502636,0,0.924204,0.006875,0.059353,9.557392,31.300265,1991.594437,4444.992822,-2453.398385,3.500166,7.811938,-4.311772,1830.731703,3.217455,91.922917,0.924528,98,0.017279,8,0.982721,455,0.075472,8,0.924528,0.924528,0.924528,0.90725,0.990943,0.972495,0.934974,0.015263,0.984737,0.065026,0.938864,0.934974,0.934819,0.924176,0.993984,0.970496,0.927346,0.934974,0.06,0.001,0.03125,0.015625,31.25,15.625,112219,649091,80216,98.769772,7.710896,'Number of leaves: 138\nSize of the tree: 148\n',148,138,138
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,536,33,0,94.200351,5.799649,0,0.932688,0.005559,0.053674,7.725793,28.295432,1996.232269,4407.469819,-2411.237551,3.508317,7.745993,-4.237676,1875.176758,3.295565,93.9358,0.924528,98,0.010799,5,0.989201,458,0.075472,8,0.951456,0.924528,0.937799,0.923952,0.993154,0.983847,0.942004,0.012623,0.987377,0.057996,0.947057,0.942004,0.942918,0.932631,0.994658,0.979624,0.959173,0.942004,0.041,0.002,0.046875,0,46.875,0,117195,649091,80216,98.945518,6.751611,'Number of leaves: 142\nSize of the tree: 156\n',156,142,142
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,520,49,0,91.388401,8.611599,0,0.899529,0.00834,0.065177,11.590673,34.365035,1996.087933,4483.643101,-2487.555167,3.508063,7.879865,-4.371802,1797.498812,3.159049,90.051084,0.990566,105,0.015119,7,0.984881,456,0.009434,1,0.9375,0.990566,0.963303,0.955169,0.999073,0.995104,0.913884,0.018843,0.981157,0.086116,0.918535,0.913884,0.912656,0.9001,0.992391,0.958264,0.914047,0.913884,0.052,0.002,0.0625,0,62.5,0,113463,649091,80216,98.594025,8.289397,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,526,43,0,92.442882,7.557118,0,0.911619,0.007873,0.064293,10.941925,33.898846,1996.087933,4476.951445,-2480.863512,3.508063,7.868104,-4.360041,1809.234321,3.179674,90.639009,0.971698,103,0.021598,10,0.978402,453,0.028302,3,0.911504,0.971698,0.940639,0.927238,0.998258,0.991245,0.924429,0.020266,0.979734,0.075571,?,0.924429,?,?,0.992593,0.963767,?,0.924429,0.039,0.002,0.03125,0,31.25,0,114707,649091,80216,98.594025,8.084359,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,527,42,0,92.618629,7.381371,0,0.914294,0.008396,0.064701,11.672715,34.127734,1992.523511,3405.639745,-1413.116234,3.501799,5.985307,-2.483508,1813.664408,3.187459,91.023488,0.980952,103,0.025862,12,0.974138,452,0.019048,2,0.895652,0.980952,0.936364,0.922617,0.997989,0.990992,0.926186,0.013676,0.986324,0.073814,0.932861,0.926186,0.927067,0.915721,0.993199,0.965301,0.941163,0.926186,0.046,0.002,0.046875,0,46.875,0,115951,649091,80216,98.945518,8.567663,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,530,39,0,93.14587,6.85413,0,0.920003,0.007238,0.060468,10.063078,31.894695,1992.976812,4449.832108,-2456.855295,3.502595,7.820443,-4.317848,1829.183141,3.214733,91.781456,0.961905,101,0.019397,9,0.980603,455,0.038095,4,0.918182,0.961905,0.939535,0.92584,0.993391,0.985595,0.931459,0.016287,0.983713,0.068541,0.934503,0.931459,0.930476,0.919668,0.993705,0.970893,0.928348,0.931459,0.04,0.001,0.03125,0,31.25,0,114707,649091,80216,98.769772,7.806093,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,524,45,0,92.091388,7.908612,0,0.907427,0.008573,0.066367,11.923382,35.018088,1987.943601,6627.272276,-4639.328674,3.49375,11.647227,-8.153477,1786.492138,3.139705,89.866339,0.95283,101,0.021598,10,0.978402,453,0.04717,5,0.90991,0.95283,0.930876,0.91497,0.986195,0.969474,0.920914,0.019355,0.980645,0.079086,?,0.920914,?,?,0.990873,0.960789,?,0.920914,0.047,0.001,0.046875,0,46.875,0,115951,649091,80216,98.418278,8.1942,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,527,42,0,92.618629,7.381371,0,0.914374,0.007974,0.064351,11.088647,33.950125,1992.062658,5538.531545,-3546.468887,3.500989,9.733799,-6.23281,1813.879797,3.187838,91.055359,0.95283,101,0.015119,7,0.984881,456,0.04717,5,0.935185,0.95283,0.943925,0.931001,0.996557,0.985067,0.926186,0.011472,0.988528,0.073814,0.936201,0.926186,0.928173,0.91845,0.991783,0.965801,0.9346,0.926186,0.044,0.002,0.046875,0,46.875,0,115951,649091,80216,98.769772,7.79877,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,518,50,0,91.197183,8.802817,0,0.896882,0.008222,0.065334,11.435992,34.478116,1983.359375,3412.167104,-1428.807728,3.49183,6.007336,-2.515507,1792.679077,3.156125,90.385994,0.943396,100,0.02381,11,0.97619,451,0.056604,6,0.900901,0.943396,0.921659,0.903539,0.991281,0.976416,0.911972,0.021936,0.978064,0.088028,0.916971,0.911972,0.910807,0.896451,0.993023,0.960779,0.923699,0.911972,0.062,0.002,0.046875,0,46.875,0,114707,649216,80091,98.591549,7.922535,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,544,25,0,95.606327,4.393673,0,0.948925,0.00523,0.05069,7.272732,26.740895,1988.314901,3329.558647,-1341.243746,3.494402,5.851597,-2.357195,1872.498246,3.290858,94.175135,0.971698,103,0.012959,6,0.987041,457,0.028302,3,0.944954,0.971698,0.95814,0.948531,0.998869,0.994518,0.956063,0.009789,0.990211,0.043937,0.957067,0.956063,0.955653,0.9477,0.995895,0.984256,0.955558,0.956063,0.051,0.002,0.046875,0,46.875,0,113463,649091,80216,99.297012,6.810193,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,538,31,0,94.551845,5.448155,0,0.93636,0.006476,0.057039,9.004822,30.087588,1992.912399,2308.884297,-315.971898,3.502482,4.057793,-0.555311,1824.971221,3.207331,91.573078,0.981132,104,0.010799,5,0.989201,458,0.018868,2,0.954128,0.981132,0.967442,0.960002,0.998513,0.992421,0.945518,0.013016,0.986984,0.054482,0.949985,0.945518,0.944297,0.93745,0.996294,0.969216,0.92051,0.945518,0.046,0.001,0.046875,0,46.875,0,108487,649091,80216,98.769772,7.820738,'Number of leaves: 135\nSize of the tree: 142\n',142,135,135
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,527,42,0,92.618629,7.381371,0,0.913848,0.008089,0.063958,11.248711,33.7433,1990.895608,3413.866282,-1422.970674,3.498938,5.999765,-2.500827,1804.837106,3.171946,90.654533,0.943396,100,0.008639,4,0.991361,459,0.056604,6,0.961538,0.943396,0.952381,0.941671,0.997066,0.986486,0.926186,0.017194,0.982806,0.073814,0.934342,0.926186,0.926382,0.915275,0.993536,0.961942,0.937949,0.926186,0.038,0.001,0.046875,0,46.875,0,109731,649091,80216,98.242531,8.618922,'Number of leaves: 136\nSize of the tree: 144\n',144,136,136
