@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 137\nSize of the tree: 146\n','Number of leaves: 139\nSize of the tree: 150\n','Number of leaves: 140\nSize of the tree: 152\n','Number of leaves: 142\nSize of the tree: 156\n','Number of leaves: 356\nSize of the tree: 499\n','Number of leaves: 141\nSize of the tree: 154\n','Number of leaves: 351\nSize of the tree: 489\n','Number of leaves: 350\nSize of the tree: 487\n','Number of leaves: 136\nSize of the tree: 144\n','Number of leaves: 360\nSize of the tree: 507\n','Number of leaves: 138\nSize of the tree: 148\n','Number of leaves: 135\nSize of the tree: 142\n','Number of leaves: 143\nSize of the tree: 158\n','Number of leaves: 353\nSize of the tree: 493\n','Number of leaves: 354\nSize of the tree: 495\n','Number of leaves: 144\nSize of the tree: 160\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,518,50,0,91.197183,8.802817,0,0.897669,0.008683,0.066364,12.071042,35.000247,1986.666771,3413.524391,-1426.85762,3.497653,6.009726,-2.512073,1797.710061,3.164983,90.488757,0.90566,96,0.019481,9,0.980519,453,0.09434,10,0.914286,0.90566,0.909953,0.889428,0.995232,0.977457,0.911972,0.018132,0.981868,0.088028,0.919501,0.911972,0.913535,0.898523,0.992489,0.963307,0.936959,0.911972,0.068,0.003,0.0625,0,62.5,0,114707,649216,80091,98.943662,7.937207,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,516,53,0,90.685413,9.314587,0,0.8919,0.008981,0.067789,12.490738,35.769663,1986.193892,5560.531133,-3574.337241,3.490675,9.772462,-6.281788,1780.748217,3.12961,89.656313,0.933962,99,0.019438,9,0.980562,454,0.066038,7,0.916667,0.933962,0.925234,0.90798,0.996781,0.984533,0.906854,0.013874,0.986126,0.093146,0.918217,0.906854,0.908938,0.897045,0.991096,0.958889,0.911945,0.906854,0.069,0.002,0.046875,0,46.875,0,113463,649091,80216,98.769772,8.838606,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,529,40,0,92.970123,7.029877,0,0.918053,0.007323,0.061406,10.184666,32.402219,1984.943605,3389.732109,-1404.788505,3.488477,5.95735,-2.468873,1816.49969,3.192442,91.513919,0.971698,103,0.023758,11,0.976242,452,0.028302,3,0.903509,0.971698,0.936364,0.922075,0.997535,0.989932,0.929701,0.015127,0.984873,0.070299,0.935774,0.929701,0.929692,0.919031,0.994134,0.969547,0.94062,0.929701,0.071,0.002,0.046875,0,46.875,0,113463,649091,80216,98.945518,7.542472,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,530,39,0,93.14587,6.85413,0,0.920137,0.006511,0.057562,9.054896,30.372922,1985.869792,1227.08365,758.786142,3.490105,2.156562,1.333543,1832.769844,3.221037,92.290534,0.962264,102,0.017279,8,0.982721,455,0.037736,4,0.927273,0.962264,0.944444,0.931678,0.998706,0.992586,0.931459,0.015773,0.984227,0.068541,0.934119,0.931459,0.930916,0.918626,0.99649,0.971771,0.928284,0.931459,0.064,0.002,0.046875,0,46.875,0,113463,649091,80216,99.472759,7.571763,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,517,52,0,90.86116,9.13884,0,0.893316,0.00837,0.067848,11.63864,35.790873,1990.626629,3437.504379,-1446.87775,3.498465,6.041308,-2.542843,1788.872055,3.143888,89.864771,0.924528,98,0.008639,4,0.991361,459,0.075472,8,0.960784,0.924528,0.942308,0.929668,0.99023,0.974557,0.908612,0.021496,0.978504,0.091388,0.918885,0.908612,0.910072,0.894783,0.992019,0.955287,0.91511,0.908612,0.056,0.001,0.0625,0,62.5,0,113463,649091,80216,98.418278,8.047745,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,499,70,0,87.697715,12.302285,0,0.855918,0.010427,0.090439,14.491625,47.682199,1997.527038,67689.018454,-65691.491417,3.510592,118.961368,-115.450776,1704.662443,2.995892,85.338642,0.915094,97,0.032397,15,0.967603,448,0.084906,9,0.866071,0.915094,0.889908,0.864347,0.951496,0.892796,0.876977,0.026613,0.973387,0.123023,?,0.876977,?,?,0.939915,0.867397,?,0.876977,0.061,0.003,0.046875,0,46.875,0,329537,649091,80216,88.752197,5.030756,'Number of leaves: 350\nSize of the tree: 487\n',487,350,350
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,528,41,0,92.794376,7.205624,0,0.916033,0.007465,0.062412,10.371025,32.892146,2002.161478,2320.316706,-318.155228,3.518737,4.077885,-0.559148,1833.869918,3.22297,91.594506,0.942857,99,0.008621,4,0.991379,460,0.057143,6,0.961165,0.942857,0.951923,0.941237,0.99688,0.986675,0.927944,0.017304,0.982696,0.072056,0.932302,0.927944,0.927673,0.915874,0.995048,0.969836,0.936104,0.927944,0.067,0.003,0.0625,0,62.5,0,115951,649091,80216,99.472759,7.652314,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,539,30,0,94.727592,5.272408,0,0.938818,0.005648,0.053297,7.848404,28.095748,1999.790991,2276.14681,-276.35582,3.514571,4.000258,-0.485687,1866.424659,3.280184,93.330986,0.971429,102,0.017241,8,0.982759,456,0.028571,3,0.927273,0.971429,0.948837,0.937313,0.998727,0.992367,0.947276,0.009109,0.990891,0.052724,?,0.947276,?,?,0.996703,0.978111,?,0.947276,0.074,0.002,0.0625,0,62.5,0,115951,649091,80216,99.121265,6.810193,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,518,51,0,91.036907,8.963093,0,0.895991,0.009267,0.06779,12.88201,35.749486,1994.383422,3429.426544,-1435.043122,3.505068,6.027112,-2.522044,1783.159023,3.133847,89.409038,0.95283,101,0.012959,6,0.987041,457,0.04717,5,0.943925,0.95283,0.948357,0.936481,0.997372,0.986521,0.910369,0.015297,0.984703,0.089631,0.925359,0.910369,0.913926,0.901469,0.991778,0.951455,0.921502,0.910369,0.073,0.002,0.0625,0,62.5,0,113463,649091,80216,99.472759,9.885764,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,531,38,0,93.321617,6.678383,0,0.921888,0.007213,0.059867,10.031445,31.585503,1991.433719,5517.172391,-3525.738672,3.499884,9.696261,-6.196377,1825.975088,3.209095,91.691482,0.962264,102,0.010799,5,0.989201,458,0.037736,4,0.953271,0.962264,0.957746,0.948033,0.997871,0.990079,0.933216,0.019042,0.980958,0.066784,0.937243,0.933216,0.932636,0.920123,0.992551,0.969368,0.945253,0.933216,0.035,0.001,0.03125,0,31.25,0,113463,649091,80216,98.945518,8.267428,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,530,38,0,93.309859,6.690141,0,0.921765,0.007235,0.060491,10.063368,31.919996,1984.487668,2316.270349,-331.782681,3.493816,4.077941,-0.584124,1819.973089,3.204178,91.709972,0.971698,103,0.021645,10,0.978355,452,0.028302,3,0.911504,0.971698,0.940639,0.927207,0.997754,0.990107,0.933099,0.01641,0.98359,0.066901,0.937017,0.933099,0.93255,0.922409,0.995383,0.969973,0.951037,0.933099,0.052,0.004,0.0625,0,62.5,0,114707,649216,80091,98.943662,7.658451,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,522,47,0,91.739895,8.260105,0,0.903711,0.007671,0.063244,10.668151,33.368816,1986.960081,1271.084082,715.875999,3.492021,2.233891,1.25813,1803.027669,3.168766,90.743024,0.943396,100,0.008639,4,0.991361,459,0.056604,6,0.961538,0.943396,0.952381,0.941671,0.996129,0.98487,0.917399,0.017906,0.982094,0.082601,0.925862,0.917399,0.91844,0.905272,0.99522,0.964068,0.938055,0.917399,0.074,0.001,0.0625,0,62.5,0,109731,649091,80216,98.594025,7.989162,'Number of leaves: 136\nSize of the tree: 144\n',144,136,136
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,529,40,0,92.970123,7.029877,0,0.918236,0.006813,0.059793,9.473301,31.540548,1987.67084,5510.905786,-3523.234946,3.49327,9.685247,-6.191977,1830.965294,3.217865,92.116122,0.961905,101,0.019397,9,0.980603,455,0.038095,4,0.918182,0.961905,0.939535,0.92584,0.997701,0.988949,0.929701,0.01389,0.98611,0.070299,0.936168,0.929701,0.929254,0.919315,0.992847,0.971468,0.915595,0.929701,0.072,0.002,0.0625,0,62.5,0,117195,649091,80216,98.769772,7.110428,'Number of leaves: 142\nSize of the tree: 156\n',156,142,142
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,526,43,0,92.442882,7.557118,0,0.912083,0.006529,0.071018,9.078567,37.461066,1988.938298,42969.924813,-40980.986515,3.495498,75.518321,-72.022823,1810.702264,3.182254,91.038634,0.971429,102,0.025862,12,0.974138,452,0.028571,3,0.894737,0.971429,0.931507,0.916405,0.986648,0.954995,0.924429,0.012949,0.987051,0.075571,0.924954,0.924429,0.921481,0.912223,0.962446,0.916686,0.917834,0.924429,0.056,0.011,0.0625,0,62.5,0,341977,649091,80216,92.970123,4.554774,'Number of leaves: 360\nSize of the tree: 507\n',507,360,360
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,509,60,0,89.455185,10.544815,0,0.876531,0.010251,0.07259,14.253964,38.292681,1991.943983,6677.085692,-4685.141709,3.50078,11.734773,-8.233992,1742.919854,3.063128,87.498437,0.915094,97,0.006479,3,0.993521,460,0.084906,9,0.97,0.915094,0.941748,0.929473,0.994743,0.976623,0.894552,0.025748,0.974252,0.105448,0.905615,0.894552,0.895917,0.878717,0.988473,0.942796,0.913446,0.894552,0.043,0.001,0.046875,0,46.875,0,112219,649091,80216,98.769772,10.046866,'Number of leaves: 138\nSize of the tree: 148\n',148,138,138
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,522,47,0,91.739895,8.260105,0,0.903433,0.008506,0.065763,11.826951,34.690224,1992.88744,4487.865294,-2494.977853,3.502438,7.887285,-4.384847,1796.640599,3.157541,90.152638,0.95283,101,0.025918,12,0.974082,451,0.04717,5,0.893805,0.95283,0.922374,0.904608,0.996465,0.984013,0.917399,0.021444,0.978556,0.082601,0.924356,0.917399,0.917926,0.902962,0.991463,0.957342,0.935334,0.917399,0.06,0.003,0.0625,0,62.5,0,108487,649091,80216,98.945518,8.897188,'Number of leaves: 135\nSize of the tree: 142\n',142,135,135
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,523,46,0,91.915641,8.084359,0,0.906143,0.007278,0.061739,10.119276,32.56556,1993.872801,4460.644943,-2466.772141,3.50417,7.839446,-4.335276,1823.196927,3.204213,91.439982,0.943396,100,0.021598,10,0.978402,453,0.056604,6,0.909091,0.943396,0.925926,0.908817,0.992145,0.981409,0.919156,0.014801,0.985199,0.080844,?,0.919156,?,?,0.993283,0.96974,?,0.919156,0.075,0.003,0.078125,0,78.125,0,117195,649091,80216,98.945518,7.644991,'Number of leaves: 142\nSize of the tree: 156\n',156,142,142
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,526,43,0,92.442882,7.557118,0,0.912018,0.007319,0.061885,10.173568,32.632901,1997.146555,5520.798746,-3523.652191,3.509924,9.702634,-6.19271,1836.050311,3.226802,91.933679,0.95283,101,0.010799,5,0.989201,458,0.04717,5,0.95283,0.95283,0.95283,0.942031,0.992899,0.984538,0.924429,0.017102,0.982898,0.075571,0.927711,0.924429,0.92462,0.911234,0.992309,0.969494,0.946857,0.924429,0.066,0.002,0.078125,0,78.125,0,118439,649091,80216,98.418278,7.593732,'Number of leaves: 143\nSize of the tree: 158\n',158,143,143
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,523,46,0,91.915641,8.084359,0,0.905855,0.008211,0.064578,11.41358,34.052619,1996.016893,4483.129081,-2487.112188,3.507938,7.878961,-4.371023,1799.31752,3.162245,90.145405,0.90566,96,0.008639,4,0.991361,459,0.09434,10,0.96,0.90566,0.932039,0.917613,0.995171,0.980294,0.919156,0.017288,0.982712,0.080844,?,0.919156,?,?,0.992468,0.960597,?,0.919156,0.063,0.002,0.046875,0,46.875,0,109731,649091,80216,98.418278,8.809315,'Number of leaves: 136\nSize of the tree: 144\n',144,136,136
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,503,66,0,88.400703,11.599297,0,0.864798,0.010015,0.087955,13.921146,46.379399,1996.929577,64459.416581,-62462.487004,3.509542,113.285442,-109.7759,1731.846839,3.043668,86.725484,0.933962,99,0.032397,15,0.967603,448,0.066038,7,0.868421,0.933962,0.9,0.876965,0.963375,0.931893,0.884007,0.021991,0.978009,0.115993,0.883495,0.884007,0.881553,0.864209,0.942873,0.877391,0.894975,0.884007,0.041,0.002,0.046875,0,46.875,0,330781,649091,80216,89.455185,4.935559,'Number of leaves: 351\nSize of the tree: 489\n',489,351,351
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5121,568,526,42,0,92.605634,7.394366,0,0.913518,0.007525,0.062277,10.462722,32.849984,1985.051767,1266.550952,718.500815,3.494809,2.229843,1.264966,1799.183705,3.167577,90.636614,0.981132,104,0.025974,12,0.974026,450,0.018868,2,0.896552,0.981132,0.936937,0.923105,0.998234,0.988841,0.926056,0.017804,0.982196,0.073944,0.931126,0.926056,0.925061,0.914297,0.995929,0.96333,0.933539,0.926056,0.05,0.001,0.03125,0,31.25,0,109731,649216,80091,99.471831,8.443369,'Number of leaves: 136\nSize of the tree: 144\n',144,136,136
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,536,33,0,94.200351,5.799649,0,0.932134,0.006252,0.055964,8.696234,29.532466,1981.427567,2286.012643,-304.585076,3.482298,4.017597,-0.535299,1844.706087,3.242014,93.09985,0.95283,101,0.010799,5,0.989201,458,0.04717,5,0.95283,0.95283,0.95283,0.942031,0.993144,0.983478,0.942004,0.015958,0.984042,0.057996,0.946278,0.942004,0.941434,0.932434,0.996227,0.976903,0.942227,0.942004,0.086,0.003,0.078125,0,78.125,0,112219,649091,80216,99.297012,7.696251,'Number of leaves: 138\nSize of the tree: 148\n',148,138,138
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,531,38,0,93.321617,6.678383,0,0.92211,0.006823,0.058821,9.486467,31.026495,1990.000892,2307.719566,-317.718674,3.497365,4.055746,-0.558381,1831.81254,3.219354,92.05084,0.971429,102,0.00431,2,0.99569,462,0.028571,3,0.980769,0.971429,0.976077,0.970711,0.998194,0.992509,0.933216,0.016228,0.983772,0.066784,0.938361,0.933216,0.933402,0.92192,0.995468,0.972408,0.927608,0.933216,0.069,0.002,0.078125,0,78.125,0,114707,649091,80216,98.945518,7.681605,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,525,44,0,92.267135,7.732865,0,0.909954,0.008433,0.065546,11.724875,34.573886,1990.000892,4485.987039,-2495.986147,3.497365,7.883984,-4.386619,1793.944745,3.152803,90.147937,0.933333,98,0.028017,13,0.971983,451,0.066667,7,0.882883,0.933333,0.907407,0.886257,0.990333,0.972853,0.922671,0.014825,0.985175,0.077329,0.927199,0.922671,0.922575,0.911477,0.992549,0.96068,0.923266,0.922671,0.053,0.002,0.046875,0.015625,46.875,15.625,114707,649091,80216,99.121265,8.267428,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,529,40,0,92.970123,7.029877,0,0.918704,0.007756,0.062212,10.781539,32.809523,1993.341034,2320.763673,-327.422639,3.503236,4.078671,-0.575435,1830.380186,3.216837,91.824738,0.971698,103,0.015119,7,0.984881,456,0.028302,3,0.936364,0.971698,0.953704,0.943109,0.998024,0.991244,0.929701,0.010285,0.989715,0.070299,0.941585,0.929701,0.932017,0.922517,0.994312,0.968174,0.953843,0.929701,0.049,0.001,0.03125,0,31.25,0,115951,649091,80216,99.297012,8.501757,'Number of leaves: 141\nSize of the tree: 154\n',154,141,141
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,520,49,0,91.388401,8.611599,0,0.899271,0.007986,0.064604,11.100778,34.066359,1997.079863,5546.461521,-3549.381658,3.509806,9.747736,-6.237929,1799.275625,3.162172,90.095327,0.981132,104,0.043197,20,0.956803,443,0.018868,2,0.83871,0.981132,0.904348,0.884556,0.997922,0.989132,0.913884,0.021621,0.978379,0.086116,0.922516,0.913884,0.913517,0.900171,0.991857,0.960587,0.916738,0.913884,0.056,0.002,0.0625,0,62.5,0,114707,649091,80216,99.121265,8.282074,'Number of leaves: 140\nSize of the tree: 152\n',152,140,140
country_vaccinations-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20210312.1422,5120,569,524,45,0,92.091388,7.908612,0,0.907848,0.008764,0.066118,12.181595,34.864874,1996.997559,4484.326604,-2487.329045,3.509662,7.881066,-4.371404,1801.144784,3.165457,90.192638,0.943396,100,0.006479,3,0.993521,460,0.056604,6,0.970874,0.943396,0.956938,0.947399,0.996607,0.9853,0.920914,0.016384,0.983616,0.079086,0.927283,0.920914,0.921515,0.909978,0.992389,0.960311,0.932539,0.920914,0.066,0.003,0.046875,0,46.875,0,113463,649091,80216,98.242531,8.69215,'Number of leaves: 139\nSize of the tree: 150\n',150,139,139
